run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,buy_trades,sell_trades,max_consecutive_winning_trades,max_consecutive_losing_trades,max_consecutive_winning_count,max_consecutive_losing_count,status
"v866_B_monthly_core_201404_20260620_051710_case0055",-1979.02,0.45,2491.22,12.46,3406.92,16.18,3406.92,16.18,6,16.67,0,6,1610.92,-2491.22,1,3,completed
