"RunId","Version","Window","Stage","Round","CaseId","FromDate","ToDate","NetProfit","ProfitFactor","TotalTrades","RelativeDDPercent","MaxBalanceDDPercent","ReportPath","SetPath","Decision","Notes"
"v867_near_term_extra_2024_20260630",,,,,,,,"161514.75",,,,,,,,
