"run_id","module","object_id","version","set_role","period","from","to","status","net_profit","profit_factor","max_equity_dd","max_equity_dd_pct","total_trades","win_rate","report","set_file"
"v866_D_monthly_full_202003_20260620_033821_case0198","monthly_full","D","v8.66","v8.66 conservative case0401","202003","2020.03.01","2020.03.31","completed","1157.22","0.00","683.40","3.21","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202003\v866_D_monthly_full_202003_20260620_033821_case0198\v866_D_monthly_full_202003_20260620_033821_case0198.htm","E:\CODEXMACD\HCSJ\set\v8.66\202003\v866_D_monthly_full_202003_20260620_033821_case0198.set"
"v86_A_monthly_full_202004_20260620_033821_case0199","monthly_full","A","v8.6","v8.6 robust case0502","202004","2020.04.01","2020.04.30","completed","-259.26","0.76","5166.60","21.60","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202004\v86_A_monthly_full_202004_20260620_033821_case0199\v86_A_monthly_full_202004_20260620_033821_case0199.htm","E:\CODEXMACD\HCSJ\set\v8.6\202004\v86_A_monthly_full_202004_20260620_033821_case0199.set"
"v866_D_monthly_full_202004_20260620_033821_case0200","monthly_full","D","v8.66","v8.66 conservative case0401","202004","2020.04.01","2020.04.30","completed","-279.78","0.70","4087.30","17.74","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202004\v866_D_monthly_full_202004_20260620_033821_case0200\v866_D_monthly_full_202004_20260620_033821_case0200.htm","E:\CODEXMACD\HCSJ\set\v8.66\202004\v866_D_monthly_full_202004_20260620_033821_case0200.set"
"v86_A_monthly_full_202005_20260620_033821_case0201","monthly_full","A","v8.6","v8.6 robust case0502","202005","2020.05.01","2020.05.31","completed","2001.20","2.94","2311.90","9.77","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202005\v86_A_monthly_full_202005_20260620_033821_case0201\v86_A_monthly_full_202005_20260620_033821_case0201.htm","E:\CODEXMACD\HCSJ\set\v8.6\202005\v86_A_monthly_full_202005_20260620_033821_case0201.set"
"v866_D_monthly_full_202005_20260620_033821_case0202","monthly_full","D","v8.66","v8.66 conservative case0401","202005","2020.05.01","2020.05.31","completed","1326.86","2.51","1919.27","8.43","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202005\v866_D_monthly_full_202005_20260620_033821_case0202\v866_D_monthly_full_202005_20260620_033821_case0202.htm","E:\CODEXMACD\HCSJ\set\v8.66\202005\v866_D_monthly_full_202005_20260620_033821_case0202.set"
"v86_A_monthly_full_202006_20260620_033821_case0203","monthly_full","A","v8.6","v8.6 robust case0502","202006","2020.06.01","2020.06.30","completed","2641.69","3.62","2990.37","12.82","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202006\v86_A_monthly_full_202006_20260620_033821_case0203\v86_A_monthly_full_202006_20260620_033821_case0203.htm","E:\CODEXMACD\HCSJ\set\v8.6\202006\v86_A_monthly_full_202006_20260620_033821_case0203.set"
"v866_D_monthly_full_202006_20260620_033821_case0204","monthly_full","D","v8.66","v8.66 conservative case0401","202006","2020.06.01","2020.06.30","completed","1984.17","3.28","2340.29","10.39","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202006\v866_D_monthly_full_202006_20260620_033821_case0204\v866_D_monthly_full_202006_20260620_033821_case0204.htm","E:\CODEXMACD\HCSJ\set\v8.66\202006\v866_D_monthly_full_202006_20260620_033821_case0204.set"
"v86_A_monthly_full_202007_20260620_033821_case0205","monthly_full","A","v8.6","v8.6 robust case0502","202007","2020.07.01","2020.07.31","completed","-1302.92","0.00","1354.92","6.76","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202007\v86_A_monthly_full_202007_20260620_033821_case0205\v86_A_monthly_full_202007_20260620_033821_case0205.htm","E:\CODEXMACD\HCSJ\set\v8.6\202007\v86_A_monthly_full_202007_20260620_033821_case0205.set"
"v866_D_monthly_full_202007_20260620_033821_case0206","monthly_full","D","v8.66","v8.66 conservative case0401","202007","2020.07.01","2020.07.31","completed","-1129.66","0.00","1169.32","5.84","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202007\v866_D_monthly_full_202007_20260620_033821_case0206\v866_D_monthly_full_202007_20260620_033821_case0206.htm","E:\CODEXMACD\HCSJ\set\v8.66\202007\v866_D_monthly_full_202007_20260620_033821_case0206.set"
"v86_A_monthly_full_202008_20260620_033821_case0207","monthly_full","A","v8.6","v8.6 robust case0502","202008","2020.08.01","2020.08.31","completed","-1048.47","0.48","4565.12","19.64","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202008\v86_A_monthly_full_202008_20260620_033821_case0207\v86_A_monthly_full_202008_20260620_033821_case0207.htm","E:\CODEXMACD\HCSJ\set\v8.6\202008\v86_A_monthly_full_202008_20260620_033821_case0207.set"
"v866_D_monthly_full_202008_20260620_033821_case0208","monthly_full","D","v8.66","v8.66 conservative case0401","202008","2020.08.01","2020.08.31","completed","-406.47","0.53","3829.39","17.06","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202008\v866_D_monthly_full_202008_20260620_033821_case0208\v866_D_monthly_full_202008_20260620_033821_case0208.htm","E:\CODEXMACD\HCSJ\set\v8.66\202008\v866_D_monthly_full_202008_20260620_033821_case0208.set"
"v86_A_monthly_full_202009_20260620_033821_case0209","monthly_full","A","v8.6","v8.6 robust case0502","202009","2020.09.01","2020.09.30","completed","2288.08","14.29","1623.16","6.86","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202009\v86_A_monthly_full_202009_20260620_033821_case0209\v86_A_monthly_full_202009_20260620_033821_case0209.htm","E:\CODEXMACD\HCSJ\set\v8.6\202009\v86_A_monthly_full_202009_20260620_033821_case0209.set"
"v866_D_monthly_full_202009_20260620_033821_case0210","monthly_full","D","v8.66","v8.66 conservative case0401","202009","2020.09.01","2020.09.30","completed","1785.73","14.55","1265.11","5.54","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202009\v866_D_monthly_full_202009_20260620_033821_case0210\v866_D_monthly_full_202009_20260620_033821_case0210.htm","E:\CODEXMACD\HCSJ\set\v8.66\202009\v866_D_monthly_full_202009_20260620_033821_case0210.set"
"v86_A_monthly_full_202010_20260620_033821_case0211","monthly_full","A","v8.6","v8.6 robust case0502","202010","2020.10.01","2020.10.31","completed","-3399.40","0.09","4711.27","22.11","5","20.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202010\v86_A_monthly_full_202010_20260620_033821_case0211\v86_A_monthly_full_202010_20260620_033821_case0211.htm","E:\CODEXMACD\HCSJ\set\v8.6\202010\v86_A_monthly_full_202010_20260620_033821_case0211.set"
"v866_D_monthly_full_202010_20260620_033821_case0212","monthly_full","D","v8.66","v8.66 conservative case0401","202010","2020.10.01","2020.10.31","completed","-2967.83","0.08","3871.95","18.52","5","20.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202010\v866_D_monthly_full_202010_20260620_033821_case0212\v866_D_monthly_full_202010_20260620_033821_case0212.htm","E:\CODEXMACD\HCSJ\set\v8.66\202010\v866_D_monthly_full_202010_20260620_033821_case0212.set"
"v86_A_monthly_full_202011_20260620_033821_case0213","monthly_full","A","v8.6","v8.6 robust case0502","202011","2020.11.01","2020.11.30","completed","5838.71","6.78","4371.01","18.91","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202011\v86_A_monthly_full_202011_20260620_033821_case0213\v86_A_monthly_full_202011_20260620_033821_case0213.htm","E:\CODEXMACD\HCSJ\set\v8.6\202011\v86_A_monthly_full_202011_20260620_033821_case0213.set"
"v866_D_monthly_full_202011_20260620_033821_case0214","monthly_full","D","v8.66","v8.66 conservative case0401","202011","2020.11.01","2020.11.30","completed","4402.46","6.17","3405.09","15.22","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202011\v866_D_monthly_full_202011_20260620_033821_case0214\v866_D_monthly_full_202011_20260620_033821_case0214.htm","E:\CODEXMACD\HCSJ\set\v8.66\202011\v866_D_monthly_full_202011_20260620_033821_case0214.set"
"v86_A_monthly_full_202012_20260620_033821_case0215","monthly_full","A","v8.6","v8.6 robust case0502","202012","2020.12.01","2020.12.31","completed","-644.38","0.36","1711.62","8.28","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202012\v86_A_monthly_full_202012_20260620_033821_case0215\v86_A_monthly_full_202012_20260620_033821_case0215.htm","E:\CODEXMACD\HCSJ\set\v8.6\202012\v86_A_monthly_full_202012_20260620_033821_case0215.set"
"v866_D_monthly_full_202012_20260620_033821_case0216","monthly_full","D","v8.66","v8.66 conservative case0401","202012","2020.12.01","2020.12.31","completed","-568.17","0.33","1388.28","6.77","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202012\v866_D_monthly_full_202012_20260620_033821_case0216\v866_D_monthly_full_202012_20260620_033821_case0216.htm","E:\CODEXMACD\HCSJ\set\v8.66\202012\v866_D_monthly_full_202012_20260620_033821_case0216.set"
"v86_A_monthly_full_202101_20260620_033821_case0217","monthly_full","A","v8.6","v8.6 robust case0502","202101","2021.01.01","2021.01.31","completed","420.34","0.00","1613.92","7.39","2","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202101\v86_A_monthly_full_202101_20260620_033821_case0217\v86_A_monthly_full_202101_20260620_033821_case0217.htm","E:\CODEXMACD\HCSJ\set\v8.6\202101\v86_A_monthly_full_202101_20260620_033821_case0217.set"
"v866_D_monthly_full_202101_20260620_033821_case0218","monthly_full","D","v8.66","v8.66 conservative case0401","202101","2021.01.01","2021.01.31","completed","321.56","0.00","1215.68","5.68","2","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202101\v866_D_monthly_full_202101_20260620_033821_case0218\v866_D_monthly_full_202101_20260620_033821_case0218.htm","E:\CODEXMACD\HCSJ\set\v8.66\202101\v866_D_monthly_full_202101_20260620_033821_case0218.set"
"v86_A_monthly_full_202102_20260620_033821_case0219","monthly_full","A","v8.6","v8.6 robust case0502","202102","2021.02.01","2021.02.28","completed","-1814.79","0.07","2503.50","12.10","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202102\v86_A_monthly_full_202102_20260620_033821_case0219\v86_A_monthly_full_202102_20260620_033821_case0219.htm","E:\CODEXMACD\HCSJ\set\v8.6\202102\v86_A_monthly_full_202102_20260620_033821_case0219.set"
"v866_D_monthly_full_202102_20260620_033821_case0220","monthly_full","D","v8.66","v8.66 conservative case0401","202102","2021.02.01","2021.02.28","completed","2315.13","3.77","2044.26","9.96","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202102\v866_D_monthly_full_202102_20260620_033821_case0220\v866_D_monthly_full_202102_20260620_033821_case0220.htm","E:\CODEXMACD\HCSJ\set\v8.66\202102\v866_D_monthly_full_202102_20260620_033821_case0220.set"
"v86_A_monthly_full_202103_20260620_033821_case0221","monthly_full","A","v8.6","v8.6 robust case0502","202103","2021.03.01","2021.03.31","completed","1859.38","2.64","3390.50","15.67","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202103\v86_A_monthly_full_202103_20260620_033821_case0221\v86_A_monthly_full_202103_20260620_033821_case0221.htm","E:\CODEXMACD\HCSJ\set\v8.6\202103\v86_A_monthly_full_202103_20260620_033821_case0221.set"
"v866_D_monthly_full_202103_20260620_033821_case0222","monthly_full","D","v8.66","v8.66 conservative case0401","202103","2021.03.01","2021.03.31","completed","1389.23","2.45","2701.47","12.70","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202103\v866_D_monthly_full_202103_20260620_033821_case0222\v866_D_monthly_full_202103_20260620_033821_case0222.htm","E:\CODEXMACD\HCSJ\set\v8.66\202103\v866_D_monthly_full_202103_20260620_033821_case0222.set"
"v86_A_monthly_full_202104_20260620_033821_case0223","monthly_full","A","v8.6","v8.6 robust case0502","202104","2021.04.01","2021.04.30","completed","1521.49","2.51","2422.97","10.63","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202104\v86_A_monthly_full_202104_20260620_033821_case0223\v86_A_monthly_full_202104_20260620_033821_case0223.htm","E:\CODEXMACD\HCSJ\set\v8.6\202104\v86_A_monthly_full_202104_20260620_033821_case0223.set"
"v866_D_monthly_full_202104_20260620_033821_case0224","monthly_full","D","v8.66","v8.66 conservative case0401","202104","2021.04.01","2021.04.30","completed","999.08","2.16","1890.45","8.55","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202104\v866_D_monthly_full_202104_20260620_033821_case0224\v866_D_monthly_full_202104_20260620_033821_case0224.htm","E:\CODEXMACD\HCSJ\set\v8.66\202104\v866_D_monthly_full_202104_20260620_033821_case0224.set"
"v86_A_monthly_full_202105_20260620_033821_case0225","monthly_full","A","v8.6","v8.6 robust case0502","202105","2021.05.01","2021.05.31","completed","5893.77","6.85","2553.36","10.50","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202105\v86_A_monthly_full_202105_20260620_033821_case0225\v86_A_monthly_full_202105_20260620_033821_case0225.htm","E:\CODEXMACD\HCSJ\set\v8.6\202105\v86_A_monthly_full_202105_20260620_033821_case0225.set"
"v866_D_monthly_full_202105_20260620_033821_case0226","monthly_full","D","v8.66","v8.66 conservative case0401","202105","2021.05.01","2021.05.31","completed","4146.03","5.80","2120.41","9.11","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202105\v866_D_monthly_full_202105_20260620_033821_case0226\v866_D_monthly_full_202105_20260620_033821_case0226.htm","E:\CODEXMACD\HCSJ\set\v8.66\202105\v866_D_monthly_full_202105_20260620_033821_case0226.set"
"v86_A_monthly_full_202106_20260620_033821_case0227","monthly_full","A","v8.6","v8.6 robust case0502","202106","2021.06.01","2021.06.30","completed","-379.50","0.32","1249.32","6.10","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202106\v86_A_monthly_full_202106_20260620_033821_case0227\v86_A_monthly_full_202106_20260620_033821_case0227.htm","E:\CODEXMACD\HCSJ\set\v8.6\202106\v86_A_monthly_full_202106_20260620_033821_case0227.set"
"v866_D_monthly_full_202106_20260620_033821_case0228","monthly_full","D","v8.66","v8.66 conservative case0401","202106","2021.06.01","2021.06.30","completed","-293.14","0.31","962.12","4.73","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202106\v866_D_monthly_full_202106_20260620_033821_case0228\v866_D_monthly_full_202106_20260620_033821_case0228.htm","E:\CODEXMACD\HCSJ\set\v8.66\202106\v866_D_monthly_full_202106_20260620_033821_case0228.set"
"v86_A_monthly_full_202107_20260620_033821_case0229","monthly_full","A","v8.6","v8.6 robust case0502","202107","2021.07.01","2021.07.31","completed","-1904.42","0.02","2089.60","10.41","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202107\v86_A_monthly_full_202107_20260620_033821_case0229\v86_A_monthly_full_202107_20260620_033821_case0229.htm","E:\CODEXMACD\HCSJ\set\v8.6\202107\v86_A_monthly_full_202107_20260620_033821_case0229.set"
"v866_D_monthly_full_202107_20260620_033821_case0230","monthly_full","D","v8.66","v8.66 conservative case0401","202107","2021.07.01","2021.07.31","completed","-1643.27","0.02","2046.28","10.07","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202107\v866_D_monthly_full_202107_20260620_033821_case0230\v866_D_monthly_full_202107_20260620_033821_case0230.htm","E:\CODEXMACD\HCSJ\set\v8.66\202107\v866_D_monthly_full_202107_20260620_033821_case0230.set"
"v86_A_monthly_full_202108_20260620_033821_case0231","monthly_full","A","v8.6","v8.6 robust case0502","202108","2021.08.01","2021.08.31","completed","-2866.55","0.00","3394.55","16.54","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202108\v86_A_monthly_full_202108_20260620_033821_case0231\v86_A_monthly_full_202108_20260620_033821_case0231.htm","E:\CODEXMACD\HCSJ\set\v8.6\202108\v86_A_monthly_full_202108_20260620_033821_case0231.set"
"v866_D_monthly_full_202108_20260620_033821_case0232","monthly_full","D","v8.66","v8.66 conservative case0401","202108","2021.08.01","2021.08.31","completed","-2472.93","0.00","2882.13","14.12","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202108\v866_D_monthly_full_202108_20260620_033821_case0232\v866_D_monthly_full_202108_20260620_033821_case0232.htm","E:\CODEXMACD\HCSJ\set\v8.66\202108\v866_D_monthly_full_202108_20260620_033821_case0232.set"
"v86_A_monthly_full_202109_20260620_033821_case0233","monthly_full","A","v8.6","v8.6 robust case0502","202109","2021.09.01","2021.09.30","completed","740.85","1.75","1896.63","9.45","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202109\v86_A_monthly_full_202109_20260620_033821_case0233\v86_A_monthly_full_202109_20260620_033821_case0233.htm","E:\CODEXMACD\HCSJ\set\v8.6\202109\v86_A_monthly_full_202109_20260620_033821_case0233.set"
"v866_D_monthly_full_202109_20260620_033821_case0234","monthly_full","D","v8.66","v8.66 conservative case0401","202109","2021.09.01","2021.09.30","completed","467.19","1.55","1538.11","7.67","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202109\v866_D_monthly_full_202109_20260620_033821_case0234\v866_D_monthly_full_202109_20260620_033821_case0234.htm","E:\CODEXMACD\HCSJ\set\v8.66\202109\v866_D_monthly_full_202109_20260620_033821_case0234.set"
"v86_A_monthly_full_202110_20260620_033821_case0235","monthly_full","A","v8.6","v8.6 robust case0502","202110","2021.10.01","2021.10.31","completed","-703.01","0.00","1722.99","8.36","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202110\v86_A_monthly_full_202110_20260620_033821_case0235\v86_A_monthly_full_202110_20260620_033821_case0235.htm","E:\CODEXMACD\HCSJ\set\v8.6\202110\v86_A_monthly_full_202110_20260620_033821_case0235.set"
"v866_D_monthly_full_202110_20260620_033821_case0236","monthly_full","D","v8.66","v8.66 conservative case0401","202110","2021.10.01","2021.10.31","completed","-545.78","0.00","1333.50","6.51","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202110\v866_D_monthly_full_202110_20260620_033821_case0236\v866_D_monthly_full_202110_20260620_033821_case0236.htm","E:\CODEXMACD\HCSJ\set\v8.66\202110\v866_D_monthly_full_202110_20260620_033821_case0236.set"
"v86_A_monthly_full_202111_20260620_033821_case0237","monthly_full","A","v8.6","v8.6 robust case0502","202111","2021.11.01","2021.11.30","completed","4919.17","0.00","2327.16","8.88","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202111\v86_A_monthly_full_202111_20260620_033821_case0237\v86_A_monthly_full_202111_20260620_033821_case0237.htm","E:\CODEXMACD\HCSJ\set\v8.6\202111\v86_A_monthly_full_202111_20260620_033821_case0237.set"
"v866_D_monthly_full_202111_20260620_033821_case0238","monthly_full","D","v8.66","v8.66 conservative case0401","202111","2021.11.01","2021.11.30","completed","3721.86","0.00","1813.02","7.30","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202111\v866_D_monthly_full_202111_20260620_033821_case0238\v866_D_monthly_full_202111_20260620_033821_case0238.htm","E:\CODEXMACD\HCSJ\set\v8.66\202111\v866_D_monthly_full_202111_20260620_033821_case0238.set"
"v86_A_monthly_full_202112_20260620_033821_case0239","monthly_full","A","v8.6","v8.6 robust case0502","202112","2021.12.01","2021.12.31","completed","-1190.62","0.39","3042.30","14.49","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202112\v86_A_monthly_full_202112_20260620_033821_case0239\v86_A_monthly_full_202112_20260620_033821_case0239.htm","E:\CODEXMACD\HCSJ\set\v8.6\202112\v86_A_monthly_full_202112_20260620_033821_case0239.set"
"v866_D_monthly_full_202112_20260620_033821_case0240","monthly_full","D","v8.66","v8.66 conservative case0401","202112","2021.12.01","2021.12.31","completed","-1083.58","0.36","2455.34","11.86","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202112\v866_D_monthly_full_202112_20260620_033821_case0240\v866_D_monthly_full_202112_20260620_033821_case0240.htm","E:\CODEXMACD\HCSJ\set\v8.66\202112\v866_D_monthly_full_202112_20260620_033821_case0240.set"
"v86_A_monthly_full_202201_20260620_033821_case0241","monthly_full","A","v8.6","v8.6 robust case0502","202201","2022.01.01","2022.01.31","completed","640.34","1.53","1561.19","7.66","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202201\v86_A_monthly_full_202201_20260620_033821_case0241\v86_A_monthly_full_202201_20260620_033821_case0241.htm","E:\CODEXMACD\HCSJ\set\v8.6\202201\v86_A_monthly_full_202201_20260620_033821_case0241.set"
"v866_D_monthly_full_202201_20260620_033821_case0242","monthly_full","D","v8.66","v8.66 conservative case0401","202201","2022.01.01","2022.01.31","completed","423.59","1.42","1286.78","6.34","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202201\v866_D_monthly_full_202201_20260620_033821_case0242\v866_D_monthly_full_202201_20260620_033821_case0242.htm","E:\CODEXMACD\HCSJ\set\v8.66\202201\v866_D_monthly_full_202201_20260620_033821_case0242.set"
"v86_A_monthly_full_202202_20260620_033821_case0243","monthly_full","A","v8.6","v8.6 robust case0502","202202","2022.02.01","2022.02.28","completed","4295.46","5.32","3374.40","12.20","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202202\v86_A_monthly_full_202202_20260620_033821_case0243\v86_A_monthly_full_202202_20260620_033821_case0243.htm","E:\CODEXMACD\HCSJ\set\v8.6\202202\v86_A_monthly_full_202202_20260620_033821_case0243.set"
"v866_D_monthly_full_202202_20260620_033821_case0244","monthly_full","D","v8.66","v8.66 conservative case0401","202202","2022.02.01","2022.02.28","completed","3063.22","4.56","2750.25","10.65","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202202\v866_D_monthly_full_202202_20260620_033821_case0244\v866_D_monthly_full_202202_20260620_033821_case0244.htm","E:\CODEXMACD\HCSJ\set\v8.66\202202\v866_D_monthly_full_202202_20260620_033821_case0244.set"
"v86_A_monthly_full_202203_20260620_033821_case0245","monthly_full","A","v8.6","v8.6 robust case0502","202203","2022.03.01","2022.03.31","completed","-1980.21","0.03","8957.78","33.20","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202203\v86_A_monthly_full_202203_20260620_033821_case0245\v86_A_monthly_full_202203_20260620_033821_case0245.htm","E:\CODEXMACD\HCSJ\set\v8.6\202203\v86_A_monthly_full_202203_20260620_033821_case0245.set"
"v866_D_monthly_full_202203_20260620_033821_case0246","monthly_full","D","v8.66","v8.66 conservative case0401","202203","2022.03.01","2022.03.31","completed","-1684.67","0.02","7041.85","27.77","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202203\v866_D_monthly_full_202203_20260620_033821_case0246\v866_D_monthly_full_202203_20260620_033821_case0246.htm","E:\CODEXMACD\HCSJ\set\v8.66\202203\v866_D_monthly_full_202203_20260620_033821_case0246.set"
"v86_A_monthly_full_202204_20260620_033821_case0247","monthly_full","A","v8.6","v8.6 robust case0502","202204","2022.04.01","2022.04.30","completed","-1071.30","0.32","1687.00","8.29","4","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202204\v86_A_monthly_full_202204_20260620_033821_case0247\v86_A_monthly_full_202204_20260620_033821_case0247.htm","E:\CODEXMACD\HCSJ\set\v8.6\202204\v86_A_monthly_full_202204_20260620_033821_case0247.set"
"v866_D_monthly_full_202204_20260620_033821_case0248","monthly_full","D","v8.66","v8.66 conservative case0401","202204","2022.04.01","2022.04.30","completed","-802.16","0.34","1271.16","6.27","4","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202204\v866_D_monthly_full_202204_20260620_033821_case0248\v866_D_monthly_full_202204_20260620_033821_case0248.htm","E:\CODEXMACD\HCSJ\set\v8.66\202204\v866_D_monthly_full_202204_20260620_033821_case0248.set"
"v86_A_monthly_full_202205_20260620_033821_case0249","monthly_full","A","v8.6","v8.6 robust case0502","202205","2022.05.01","2022.05.31","completed","2048.80","0.00","1473.93","6.34","4","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202205\v86_A_monthly_full_202205_20260620_033821_case0249\v86_A_monthly_full_202205_20260620_033821_case0249.htm","E:\CODEXMACD\HCSJ\set\v8.6\202205\v86_A_monthly_full_202205_20260620_033821_case0249.set"
"v866_D_monthly_full_202205_20260620_033821_case0250","monthly_full","D","v8.66","v8.66 conservative case0401","202205","2022.05.01","2022.05.31","completed","1549.46","0.00","1116.18","4.97","4","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202205\v866_D_monthly_full_202205_20260620_033821_case0250\v866_D_monthly_full_202205_20260620_033821_case0250.htm","E:\CODEXMACD\HCSJ\set\v8.66\202205\v866_D_monthly_full_202205_20260620_033821_case0250.set"
"v86_A_monthly_full_202206_20260620_033821_case0251","monthly_full","A","v8.6","v8.6 robust case0502","202206","2022.06.01","2022.06.30","completed","961.80","1.93","3204.39","14.41","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202206\v86_A_monthly_full_202206_20260620_033821_case0251\v86_A_monthly_full_202206_20260620_033821_case0251.htm","E:\CODEXMACD\HCSJ\set\v8.6\202206\v86_A_monthly_full_202206_20260620_033821_case0251.set"
"v866_D_monthly_full_202206_20260620_033821_case0252","monthly_full","D","v8.66","v8.66 conservative case0401","202206","2022.06.01","2022.06.30","completed","671.36","1.77","2547.14","11.73","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202206\v866_D_monthly_full_202206_20260620_033821_case0252\v866_D_monthly_full_202206_20260620_033821_case0252.htm","E:\CODEXMACD\HCSJ\set\v8.66\202206\v866_D_monthly_full_202206_20260620_033821_case0252.set"
"v86_A_monthly_full_202207_20260620_033821_case0253","monthly_full","A","v8.6","v8.6 robust case0502","202207","2022.07.01","2022.07.31","completed","-808.71","0.19","1275.22","6.32","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202207\v86_A_monthly_full_202207_20260620_033821_case0253\v86_A_monthly_full_202207_20260620_033821_case0253.htm","E:\CODEXMACD\HCSJ\set\v8.6\202207\v86_A_monthly_full_202207_20260620_033821_case0253.set"
"v866_D_monthly_full_202207_20260620_033821_case0254","monthly_full","D","v8.66","v8.66 conservative case0401","202207","2022.07.01","2022.07.31","completed","-704.62","0.17","1065.75","5.29","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202207\v866_D_monthly_full_202207_20260620_033821_case0254\v866_D_monthly_full_202207_20260620_033821_case0254.htm","E:\CODEXMACD\HCSJ\set\v8.66\202207\v866_D_monthly_full_202207_20260620_033821_case0254.set"
"v86_A_monthly_full_202208_20260620_033821_case0255","monthly_full","A","v8.6","v8.6 robust case0502","202208","2022.08.01","2022.08.31","completed","-2837.43","0.01","3067.28","15.27","5","20.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202208\v86_A_monthly_full_202208_20260620_033821_case0255\v86_A_monthly_full_202208_20260620_033821_case0255.htm","E:\CODEXMACD\HCSJ\set\v8.6\202208\v86_A_monthly_full_202208_20260620_033821_case0255.set"
"v866_D_monthly_full_202208_20260620_033821_case0256","monthly_full","D","v8.66","v8.66 conservative case0401","202208","2022.08.01","2022.08.31","completed","-155.29","0.91","2453.71","12.23","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202208\v866_D_monthly_full_202208_20260620_033821_case0256\v866_D_monthly_full_202208_20260620_033821_case0256.htm","E:\CODEXMACD\HCSJ\set\v8.66\202208\v866_D_monthly_full_202208_20260620_033821_case0256.set"
