"run_id","module","object_id","version","set_role","period","from","to","status","net_profit","profit_factor","max_equity_dd","max_equity_dd_pct","total_trades","win_rate","report","set_file"
"v86_A_monthly_full_202209_20260620_033821_case0257","monthly_full","A","v8.6","v8.6 robust case0502","202209","2022.09.01","2022.09.30","completed","878.70","1.89","2490.80","11.02","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202209\v86_A_monthly_full_202209_20260620_033821_case0257\v86_A_monthly_full_202209_20260620_033821_case0257.htm","E:\CODEXMACD\HCSJ\set\v8.6\202209\v86_A_monthly_full_202209_20260620_033821_case0257.set"
"v866_D_monthly_full_202209_20260620_033821_case0258","monthly_full","D","v8.66","v8.66 conservative case0401","202209","2022.09.01","2022.09.30","completed","602.09","1.71","1944.51","8.85","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202209\v866_D_monthly_full_202209_20260620_033821_case0258\v866_D_monthly_full_202209_20260620_033821_case0258.htm","E:\CODEXMACD\HCSJ\set\v8.66\202209\v866_D_monthly_full_202209_20260620_033821_case0258.set"
"v86_A_monthly_full_202210_20260620_033821_case0259","monthly_full","A","v8.6","v8.6 robust case0502","202210","2022.10.01","2022.10.31","completed","-1078.66","0.45","1388.64","6.84","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202210\v86_A_monthly_full_202210_20260620_033821_case0259\v86_A_monthly_full_202210_20260620_033821_case0259.htm","E:\CODEXMACD\HCSJ\set\v8.6\202210\v86_A_monthly_full_202210_20260620_033821_case0259.set"
"v866_D_monthly_full_202210_20260620_033821_case0260","monthly_full","D","v8.66","v8.66 conservative case0401","202210","2022.10.01","2022.10.31","completed","-995.37","0.41","1158.04","5.74","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202210\v866_D_monthly_full_202210_20260620_033821_case0260\v866_D_monthly_full_202210_20260620_033821_case0260.htm","E:\CODEXMACD\HCSJ\set\v8.66\202210\v866_D_monthly_full_202210_20260620_033821_case0260.set"
"v86_A_monthly_full_202211_20260620_033821_case0261","monthly_full","A","v8.6","v8.6 robust case0502","202211","2022.11.01","2022.11.30","completed","-556.48","0.73","2577.32","11.70","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202211\v86_A_monthly_full_202211_20260620_033821_case0261\v86_A_monthly_full_202211_20260620_033821_case0261.htm","E:\CODEXMACD\HCSJ\set\v8.6\202211\v86_A_monthly_full_202211_20260620_033821_case0261.set"
"v866_D_monthly_full_202211_20260620_033821_case0262","monthly_full","D","v8.66","v8.66 conservative case0401","202211","2022.11.01","2022.11.30","completed","-209.40","0.76","2712.06","12.60","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202211\v866_D_monthly_full_202211_20260620_033821_case0262\v866_D_monthly_full_202211_20260620_033821_case0262.htm","E:\CODEXMACD\HCSJ\set\v8.66\202211\v866_D_monthly_full_202211_20260620_033821_case0262.set"
"v86_A_monthly_full_202212_20260620_033821_case0263","monthly_full","A","v8.6","v8.6 robust case0502","202212","2022.12.01","2022.12.31","completed","2417.94","50.07","2966.10","13.16","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202212\v86_A_monthly_full_202212_20260620_033821_case0263\v86_A_monthly_full_202212_20260620_033821_case0263.htm","E:\CODEXMACD\HCSJ\set\v8.6\202212\v86_A_monthly_full_202212_20260620_033821_case0263.set"
"v866_D_monthly_full_202212_20260620_033821_case0264","monthly_full","D","v8.66","v8.66 conservative case0401","202212","2022.12.01","2022.12.31","completed","1838.84","49.15","2254.24","10.28","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202212\v866_D_monthly_full_202212_20260620_033821_case0264\v866_D_monthly_full_202212_20260620_033821_case0264.htm","E:\CODEXMACD\HCSJ\set\v8.66\202212\v866_D_monthly_full_202212_20260620_033821_case0264.set"
"v86_A_monthly_full_202301_20260620_033821_case0265","monthly_full","A","v8.6","v8.6 robust case0502","202301","2023.01.01","2023.01.31","completed","1742.98","135.49","2250.91","9.50","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202301\v86_A_monthly_full_202301_20260620_033821_case0265\v86_A_monthly_full_202301_20260620_033821_case0265.htm","E:\CODEXMACD\HCSJ\set\v8.6\202301\v86_A_monthly_full_202301_20260620_033821_case0265.set"
"v866_D_monthly_full_202301_20260620_033821_case0266","monthly_full","D","v8.66","v8.66 conservative case0401","202301","2023.01.01","2023.01.31","completed","2491.64","0.00","1696.34","7.44","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202301\v866_D_monthly_full_202301_20260620_033821_case0266\v866_D_monthly_full_202301_20260620_033821_case0266.htm","E:\CODEXMACD\HCSJ\set\v8.66\202301\v866_D_monthly_full_202301_20260620_033821_case0266.set"
"v86_A_monthly_full_202302_20260620_033821_case0267","monthly_full","A","v8.6","v8.6 robust case0502","202302","2023.02.01","2023.02.28","completed","1285.78","0.00","2062.51","9.73","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202302\v86_A_monthly_full_202302_20260620_033821_case0267\v86_A_monthly_full_202302_20260620_033821_case0267.htm","E:\CODEXMACD\HCSJ\set\v8.6\202302\v86_A_monthly_full_202302_20260620_033821_case0267.set"
"v866_D_monthly_full_202302_20260620_033821_case0268","monthly_full","D","v8.66","v8.66 conservative case0401","202302","2023.02.01","2023.02.28","completed","1000.02","0.00","1604.18","7.66","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202302\v866_D_monthly_full_202302_20260620_033821_case0268\v866_D_monthly_full_202302_20260620_033821_case0268.htm","E:\CODEXMACD\HCSJ\set\v8.66\202302\v866_D_monthly_full_202302_20260620_033821_case0268.set"
"v86_A_monthly_full_202303_20260620_033821_case0269","monthly_full","A","v8.6","v8.6 robust case0502","202303","2023.03.01","2023.03.31","completed","2974.23","11.21","2177.41","8.96","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202303\v86_A_monthly_full_202303_20260620_033821_case0269\v86_A_monthly_full_202303_20260620_033821_case0269.htm","E:\CODEXMACD\HCSJ\set\v8.6\202303\v86_A_monthly_full_202303_20260620_033821_case0269.set"
"v866_D_monthly_full_202303_20260620_033821_case0270","monthly_full","D","v8.66","v8.66 conservative case0401","202303","2023.03.01","2023.03.31","completed","2180.87","11.02","1812.68","7.76","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202303\v866_D_monthly_full_202303_20260620_033821_case0270\v866_D_monthly_full_202303_20260620_033821_case0270.htm","E:\CODEXMACD\HCSJ\set\v8.66\202303\v866_D_monthly_full_202303_20260620_033821_case0270.set"
"v86_A_monthly_full_202304_20260620_033821_case0271","monthly_full","A","v8.6","v8.6 robust case0502","202304","2023.04.01","2023.04.30","completed","-156.71","0.65","1833.78","8.61","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202304\v86_A_monthly_full_202304_20260620_033821_case0271\v86_A_monthly_full_202304_20260620_033821_case0271.htm","E:\CODEXMACD\HCSJ\set\v8.6\202304\v86_A_monthly_full_202304_20260620_033821_case0271.set"
"v866_D_monthly_full_202304_20260620_033821_case0272","monthly_full","D","v8.66","v8.66 conservative case0401","202304","2023.04.01","2023.04.30","completed","-117.90","0.66","1409.93","6.71","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202304\v866_D_monthly_full_202304_20260620_033821_case0272\v866_D_monthly_full_202304_20260620_033821_case0272.htm","E:\CODEXMACD\HCSJ\set\v8.66\202304\v866_D_monthly_full_202304_20260620_033821_case0272.set"
"v86_A_monthly_full_202305_20260620_033821_case0273","monthly_full","A","v8.6","v8.6 robust case0502","202305","2023.05.01","2023.05.31","completed","-1227.87","0.04","1469.50","7.30","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202305\v86_A_monthly_full_202305_20260620_033821_case0273\v86_A_monthly_full_202305_20260620_033821_case0273.htm","E:\CODEXMACD\HCSJ\set\v8.6\202305\v86_A_monthly_full_202305_20260620_033821_case0273.set"
"v866_D_monthly_full_202305_20260620_033821_case0274","monthly_full","D","v8.66","v8.66 conservative case0401","202305","2023.05.01","2023.05.31","completed","-1033.21","0.04","1219.96","6.07","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202305\v866_D_monthly_full_202305_20260620_033821_case0274\v866_D_monthly_full_202305_20260620_033821_case0274.htm","E:\CODEXMACD\HCSJ\set\v8.66\202305\v866_D_monthly_full_202305_20260620_033821_case0274.set"
"v86_A_monthly_full_202306_20260620_033821_case0275","monthly_full","A","v8.6","v8.6 robust case0502","202306","2023.06.01","2023.06.30","completed","-459.98","0.55","1513.07","7.33","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202306\v86_A_monthly_full_202306_20260620_033821_case0275\v86_A_monthly_full_202306_20260620_033821_case0275.htm","E:\CODEXMACD\HCSJ\set\v8.6\202306\v86_A_monthly_full_202306_20260620_033821_case0275.set"
"v866_D_monthly_full_202306_20260620_033821_case0276","monthly_full","D","v8.66","v8.66 conservative case0401","202306","2023.06.01","2023.06.30","completed","-440.37","0.50","1257.58","6.13","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202306\v866_D_monthly_full_202306_20260620_033821_case0276\v866_D_monthly_full_202306_20260620_033821_case0276.htm","E:\CODEXMACD\HCSJ\set\v8.66\202306\v866_D_monthly_full_202306_20260620_033821_case0276.set"
"v86_A_monthly_full_202307_20260620_033821_case0277","monthly_full","A","v8.6","v8.6 robust case0502","202307","2023.07.01","2023.07.31","completed","-2025.49","0.00","2899.05","13.95","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202307\v86_A_monthly_full_202307_20260620_033821_case0277\v86_A_monthly_full_202307_20260620_033821_case0277.htm","E:\CODEXMACD\HCSJ\set\v8.6\202307\v86_A_monthly_full_202307_20260620_033821_case0277.set"
"v866_D_monthly_full_202307_20260620_033821_case0278","monthly_full","D","v8.66","v8.66 conservative case0401","202307","2023.07.01","2023.07.31","completed","-1733.58","0.00","2330.21","11.35","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202307\v866_D_monthly_full_202307_20260620_033821_case0278\v866_D_monthly_full_202307_20260620_033821_case0278.htm","E:\CODEXMACD\HCSJ\set\v8.66\202307\v866_D_monthly_full_202307_20260620_033821_case0278.set"
"v86_A_monthly_full_202308_20260620_033821_case0279","monthly_full","A","v8.6","v8.6 robust case0502","202308","2023.08.01","2023.08.31","completed","-2021.27","0.00","4983.48","21.70","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202308\v86_A_monthly_full_202308_20260620_033821_case0279\v86_A_monthly_full_202308_20260620_033821_case0279.htm","E:\CODEXMACD\HCSJ\set\v8.6\202308\v86_A_monthly_full_202308_20260620_033821_case0279.set"
"v866_D_monthly_full_202308_20260620_033821_case0280","monthly_full","D","v8.66","v8.66 conservative case0401","202308","2023.08.01","2023.08.31","completed","-1732.12","0.00","4014.77","18.02","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202308\v866_D_monthly_full_202308_20260620_033821_case0280\v866_D_monthly_full_202308_20260620_033821_case0280.htm","E:\CODEXMACD\HCSJ\set\v8.66\202308\v866_D_monthly_full_202308_20260620_033821_case0280.set"
"v86_A_monthly_full_202309_20260620_033821_case0281","monthly_full","A","v8.6","v8.6 robust case0502","202309","2023.09.01","2023.09.30","completed","-1967.74","0.00","3078.09","14.58","2","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202309\v86_A_monthly_full_202309_20260620_033821_case0281\v86_A_monthly_full_202309_20260620_033821_case0281.htm","E:\CODEXMACD\HCSJ\set\v8.6\202309\v86_A_monthly_full_202309_20260620_033821_case0281.set"
"v866_D_monthly_full_202309_20260620_033821_case0282","monthly_full","D","v8.66","v8.66 conservative case0401","202309","2023.09.01","2023.09.30","completed","-1701.96","0.00","2566.51","12.30","2","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202309\v866_D_monthly_full_202309_20260620_033821_case0282\v866_D_monthly_full_202309_20260620_033821_case0282.htm","E:\CODEXMACD\HCSJ\set\v8.66\202309\v866_D_monthly_full_202309_20260620_033821_case0282.set"
"v86_A_monthly_full_202310_20260620_033821_case0283","monthly_full","A","v8.6","v8.6 robust case0502","202310","2023.10.01","2023.10.31","completed","-2824.36","0.03","6055.02","26.41","5","20.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202310\v86_A_monthly_full_202310_20260620_033821_case0283\v86_A_monthly_full_202310_20260620_033821_case0283.htm","E:\CODEXMACD\HCSJ\set\v8.6\202310\v86_A_monthly_full_202310_20260620_033821_case0283.set"
"v866_D_monthly_full_202310_20260620_033821_case0284","monthly_full","D","v8.66","v8.66 conservative case0401","202310","2023.10.01","2023.10.31","completed","-2061.15","0.03","4551.91","20.46","5","20.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202310\v866_D_monthly_full_202310_20260620_033821_case0284\v866_D_monthly_full_202310_20260620_033821_case0284.htm","E:\CODEXMACD\HCSJ\set\v8.66\202310\v866_D_monthly_full_202310_20260620_033821_case0284.set"
"v86_A_monthly_full_202311_20260620_033821_case0285","monthly_full","A","v8.6","v8.6 robust case0502","202311","2023.11.01","2023.11.30","completed","5697.78","0.00","2386.08","8.89","3","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202311\v86_A_monthly_full_202311_20260620_033821_case0285\v86_A_monthly_full_202311_20260620_033821_case0285.htm","E:\CODEXMACD\HCSJ\set\v8.6\202311\v86_A_monthly_full_202311_20260620_033821_case0285.set"
"v866_D_monthly_full_202311_20260620_033821_case0286","monthly_full","D","v8.66","v8.66 conservative case0401","202311","2023.11.01","2023.11.30","completed","4359.51","0.00","1822.70","7.23","3","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202311\v866_D_monthly_full_202311_20260620_033821_case0286\v866_D_monthly_full_202311_20260620_033821_case0286.htm","E:\CODEXMACD\HCSJ\set\v8.66\202311\v866_D_monthly_full_202311_20260620_033821_case0286.set"
"v86_A_monthly_full_202312_20260620_033821_case0287","monthly_full","A","v8.6","v8.6 robust case0502","202312","2023.12.01","2023.12.31","completed","754.14","1.70","5469.76","21.08","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\202312\v86_A_monthly_full_202312_20260620_033821_case0287\v86_A_monthly_full_202312_20260620_033821_case0287.htm","E:\CODEXMACD\HCSJ\set\v8.6\202312\v86_A_monthly_full_202312_20260620_033821_case0287.set"
"v866_D_monthly_full_202312_20260620_033821_case0288","monthly_full","D","v8.66","v8.66 conservative case0401","202312","2023.12.01","2023.12.31","completed","470.80","1.52","4219.27","17.23","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\202312\v866_D_monthly_full_202312_20260620_033821_case0288\v866_D_monthly_full_202312_20260620_033821_case0288.htm","E:\CODEXMACD\HCSJ\set\v8.66\202312\v866_D_monthly_full_202312_20260620_033821_case0288.set"
