"run_id","module","object_id","version","set_role","period","from","to","status","net_profit","profit_factor","max_equity_dd","max_equity_dd_pct","total_trades","win_rate","report","set_file","config","metrics"
"v866_D_quarterly_2012Q3_20260620_051710_case0012","quarterly","D","v8.66","v8.66 conservative case0401","2012Q3","2012.07.01","2012.09.30","completed","-5471.69","0.01","5979.84","29.42","9","11.11","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q3\v866_D_quarterly_2012Q3_20260620_051710_case0012\v866_D_quarterly_2012Q3_20260620_051710_case0012.htm","E:\CODEXMACD\HCSJ\set\v8.66\2012Q3\v866_D_quarterly_2012Q3_20260620_051710_case0012.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q3\v866_D_quarterly_2012Q3_20260620_051710_case0012\v866_D_quarterly_2012Q3_20260620_051710_case0012.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q3\v866_D_quarterly_2012Q3_20260620_051710_case0012\v866_D_quarterly_2012Q3_20260620_051710_case0012_metrics.csv"
"v86_A_quarterly_2012Q4_20260620_051710_case0013","quarterly","A","v8.6","v8.6 robust case0502","2012Q4","2012.10.01","2012.12.31","completed","12890.60","6.02","4227.38","11.39","9","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2012Q4\v86_A_quarterly_2012Q4_20260620_051710_case0013\v86_A_quarterly_2012Q4_20260620_051710_case0013.htm","E:\CODEXMACD\HCSJ\set\v8.6\2012Q4\v86_A_quarterly_2012Q4_20260620_051710_case0013.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2012Q4\v86_A_quarterly_2012Q4_20260620_051710_case0013\v86_A_quarterly_2012Q4_20260620_051710_case0013.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2012Q4\v86_A_quarterly_2012Q4_20260620_051710_case0013\v86_A_quarterly_2012Q4_20260620_051710_case0013_metrics.csv"
"v866_B_quarterly_2012Q4_20260620_051710_case0014","quarterly","B","v8.66","v8.66 robust case0010","2012Q4","2012.10.01","2012.12.31","completed","5805.40","2.74","7430.99","26.98","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_B_quarterly_2012Q4_20260620_051710_case0014\v866_B_quarterly_2012Q4_20260620_051710_case0014.htm","E:\CODEXMACD\HCSJ\set\v8.66\2012Q4\v866_B_quarterly_2012Q4_20260620_051710_case0014.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_B_quarterly_2012Q4_20260620_051710_case0014\v866_B_quarterly_2012Q4_20260620_051710_case0014.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_B_quarterly_2012Q4_20260620_051710_case0014\v866_B_quarterly_2012Q4_20260620_051710_case0014_metrics.csv"
"v866_C_quarterly_2012Q4_20260620_051710_case0015","quarterly","C","v8.66","v8.66 aggressive case0005","2012Q4","2012.10.01","2012.12.31","completed","6358.24","2.72","8205.31","29.00","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_C_quarterly_2012Q4_20260620_051710_case0015\v866_C_quarterly_2012Q4_20260620_051710_case0015.htm","E:\CODEXMACD\HCSJ\set\v8.66\2012Q4\v866_C_quarterly_2012Q4_20260620_051710_case0015.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_C_quarterly_2012Q4_20260620_051710_case0015\v866_C_quarterly_2012Q4_20260620_051710_case0015.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_C_quarterly_2012Q4_20260620_051710_case0015\v866_C_quarterly_2012Q4_20260620_051710_case0015_metrics.csv"
"v866_D_quarterly_2012Q4_20260620_051710_case0016","quarterly","D","v8.66","v8.66 conservative case0401","2012Q4","2012.10.01","2012.12.31","completed","5011.33","2.77","6292.40","23.81","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_D_quarterly_2012Q4_20260620_051710_case0016\v866_D_quarterly_2012Q4_20260620_051710_case0016.htm","E:\CODEXMACD\HCSJ\set\v8.66\2012Q4\v866_D_quarterly_2012Q4_20260620_051710_case0016.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_D_quarterly_2012Q4_20260620_051710_case0016\v866_D_quarterly_2012Q4_20260620_051710_case0016.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012Q4\v866_D_quarterly_2012Q4_20260620_051710_case0016\v866_D_quarterly_2012Q4_20260620_051710_case0016_metrics.csv"
"v86_A_quarterly_2013Q1_20260620_051710_case0017","quarterly","A","v8.6","v8.6 robust case0502","2013Q1","2013.01.01","2013.03.31","completed","2021.17","1.59","5788.53","24.94","7","14.29","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q1\v86_A_quarterly_2013Q1_20260620_051710_case0017\v86_A_quarterly_2013Q1_20260620_051710_case0017.htm","E:\CODEXMACD\HCSJ\set\v8.6\2013Q1\v86_A_quarterly_2013Q1_20260620_051710_case0017.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q1\v86_A_quarterly_2013Q1_20260620_051710_case0017\v86_A_quarterly_2013Q1_20260620_051710_case0017.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q1\v86_A_quarterly_2013Q1_20260620_051710_case0017\v86_A_quarterly_2013Q1_20260620_051710_case0017_metrics.csv"
"v866_B_quarterly_2013Q1_20260620_051710_case0018","quarterly","B","v8.66","v8.66 robust case0010","2013Q1","2013.01.01","2013.03.31","completed","1512.43","1.46","5292.94","23.14","7","14.29","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_B_quarterly_2013Q1_20260620_051710_case0018\v866_B_quarterly_2013Q1_20260620_051710_case0018.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q1\v866_B_quarterly_2013Q1_20260620_051710_case0018.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_B_quarterly_2013Q1_20260620_051710_case0018\v866_B_quarterly_2013Q1_20260620_051710_case0018.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_B_quarterly_2013Q1_20260620_051710_case0018\v866_B_quarterly_2013Q1_20260620_051710_case0018_metrics.csv"
"v866_C_quarterly_2013Q1_20260620_051710_case0019","quarterly","C","v8.66","v8.66 aggressive case0005","2013Q1","2013.01.01","2013.03.31","completed","1576.88","1.44","5826.97","25.14","7","14.29","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_C_quarterly_2013Q1_20260620_051710_case0019\v866_C_quarterly_2013Q1_20260620_051710_case0019.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q1\v866_C_quarterly_2013Q1_20260620_051710_case0019.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_C_quarterly_2013Q1_20260620_051710_case0019\v866_C_quarterly_2013Q1_20260620_051710_case0019.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_C_quarterly_2013Q1_20260620_051710_case0019\v866_C_quarterly_2013Q1_20260620_051710_case0019_metrics.csv"
"v866_D_quarterly_2013Q1_20260620_051710_case0020","quarterly","D","v8.66","v8.66 conservative case0401","2013Q1","2013.01.01","2013.03.31","completed","1415.94","1.51","4553.59","20.27","7","14.29","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_D_quarterly_2013Q1_20260620_051710_case0020\v866_D_quarterly_2013Q1_20260620_051710_case0020.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q1\v866_D_quarterly_2013Q1_20260620_051710_case0020.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_D_quarterly_2013Q1_20260620_051710_case0020\v866_D_quarterly_2013Q1_20260620_051710_case0020.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q1\v866_D_quarterly_2013Q1_20260620_051710_case0020\v866_D_quarterly_2013Q1_20260620_051710_case0020_metrics.csv"
"v86_A_quarterly_2013Q2_20260620_051710_case0021","quarterly","A","v8.6","v8.6 robust case0502","2013Q2","2013.04.01","2013.06.30","completed","16051.36","2.77","20266.60","37.55","9","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q2\v86_A_quarterly_2013Q2_20260620_051710_case0021\v86_A_quarterly_2013Q2_20260620_051710_case0021.htm","E:\CODEXMACD\HCSJ\set\v8.6\2013Q2\v86_A_quarterly_2013Q2_20260620_051710_case0021.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q2\v86_A_quarterly_2013Q2_20260620_051710_case0021\v86_A_quarterly_2013Q2_20260620_051710_case0021.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q2\v86_A_quarterly_2013Q2_20260620_051710_case0021\v86_A_quarterly_2013Q2_20260620_051710_case0021_metrics.csv"
"v866_B_quarterly_2013Q2_20260620_051710_case0022","quarterly","B","v8.66","v8.66 robust case0010","2013Q2","2013.04.01","2013.06.30","completed","13368.51","2.62","18907.15","37.57","9","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_B_quarterly_2013Q2_20260620_051710_case0022\v866_B_quarterly_2013Q2_20260620_051710_case0022.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q2\v866_B_quarterly_2013Q2_20260620_051710_case0022.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_B_quarterly_2013Q2_20260620_051710_case0022\v866_B_quarterly_2013Q2_20260620_051710_case0022.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_B_quarterly_2013Q2_20260620_051710_case0022\v866_B_quarterly_2013Q2_20260620_051710_case0022_metrics.csv"
"v866_C_quarterly_2013Q2_20260620_051710_case0023","quarterly","C","v8.66","v8.66 aggressive case0005","2013Q2","2013.04.01","2013.06.30","completed","14424.27","2.54","21100.04","39.55","9","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_C_quarterly_2013Q2_20260620_051710_case0023\v866_C_quarterly_2013Q2_20260620_051710_case0023.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q2\v866_C_quarterly_2013Q2_20260620_051710_case0023.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_C_quarterly_2013Q2_20260620_051710_case0023\v866_C_quarterly_2013Q2_20260620_051710_case0023.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_C_quarterly_2013Q2_20260620_051710_case0023\v866_C_quarterly_2013Q2_20260620_051710_case0023_metrics.csv"
"v866_D_quarterly_2013Q2_20260620_051710_case0024","quarterly","D","v8.66","v8.66 conservative case0401","2013Q2","2013.04.01","2013.06.30","completed","11971.28","2.78","15880.63","34.31","9","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_D_quarterly_2013Q2_20260620_051710_case0024\v866_D_quarterly_2013Q2_20260620_051710_case0024.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q2\v866_D_quarterly_2013Q2_20260620_051710_case0024.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_D_quarterly_2013Q2_20260620_051710_case0024\v866_D_quarterly_2013Q2_20260620_051710_case0024.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q2\v866_D_quarterly_2013Q2_20260620_051710_case0024\v866_D_quarterly_2013Q2_20260620_051710_case0024_metrics.csv"
"v86_A_quarterly_2013Q3_20260620_051710_case0025","quarterly","A","v8.6","v8.6 robust case0502","2013Q3","2013.07.01","2013.09.30","completed","800.65","1.44","5575.10","23.37","7","42.86","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q3\v86_A_quarterly_2013Q3_20260620_051710_case0025\v86_A_quarterly_2013Q3_20260620_051710_case0025.htm","E:\CODEXMACD\HCSJ\set\v8.6\2013Q3\v86_A_quarterly_2013Q3_20260620_051710_case0025.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q3\v86_A_quarterly_2013Q3_20260620_051710_case0025\v86_A_quarterly_2013Q3_20260620_051710_case0025.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q3\v86_A_quarterly_2013Q3_20260620_051710_case0025\v86_A_quarterly_2013Q3_20260620_051710_case0025_metrics.csv"
"v866_B_quarterly_2013Q3_20260620_051710_case0026","quarterly","B","v8.66","v8.66 robust case0010","2013Q3","2013.07.01","2013.09.30","completed","501.12","1.29","5114.67","21.79","7","42.86","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_B_quarterly_2013Q3_20260620_051710_case0026\v866_B_quarterly_2013Q3_20260620_051710_case0026.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q3\v866_B_quarterly_2013Q3_20260620_051710_case0026.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_B_quarterly_2013Q3_20260620_051710_case0026\v866_B_quarterly_2013Q3_20260620_051710_case0026.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_B_quarterly_2013Q3_20260620_051710_case0026\v866_B_quarterly_2013Q3_20260620_051710_case0026_metrics.csv"
"v866_C_quarterly_2013Q3_20260620_051710_case0027","quarterly","C","v8.66","v8.66 aggressive case0005","2013Q3","2013.07.01","2013.09.30","completed","541.07","1.28","5627.97","23.63","7","42.86","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_C_quarterly_2013Q3_20260620_051710_case0027\v866_C_quarterly_2013Q3_20260620_051710_case0027.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q3\v866_C_quarterly_2013Q3_20260620_051710_case0027.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_C_quarterly_2013Q3_20260620_051710_case0027\v866_C_quarterly_2013Q3_20260620_051710_case0027.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_C_quarterly_2013Q3_20260620_051710_case0027\v866_C_quarterly_2013Q3_20260620_051710_case0027_metrics.csv"
"v866_D_quarterly_2013Q3_20260620_051710_case0028","quarterly","D","v8.66","v8.66 conservative case0401","2013Q3","2013.07.01","2013.09.30","completed","459.37","1.31","4377.14","19.06","7","42.86","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_D_quarterly_2013Q3_20260620_051710_case0028\v866_D_quarterly_2013Q3_20260620_051710_case0028.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q3\v866_D_quarterly_2013Q3_20260620_051710_case0028.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_D_quarterly_2013Q3_20260620_051710_case0028\v866_D_quarterly_2013Q3_20260620_051710_case0028.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q3\v866_D_quarterly_2013Q3_20260620_051710_case0028\v866_D_quarterly_2013Q3_20260620_051710_case0028_metrics.csv"
"v86_A_quarterly_2013Q4_20260620_051710_case0029","quarterly","A","v8.6","v8.6 robust case0502","2013Q4","2013.10.01","2013.12.31","completed","5612.54","3.63","2839.65","12.64","8","62.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q4\v86_A_quarterly_2013Q4_20260620_051710_case0029\v86_A_quarterly_2013Q4_20260620_051710_case0029.htm","E:\CODEXMACD\HCSJ\set\v8.6\2013Q4\v86_A_quarterly_2013Q4_20260620_051710_case0029.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q4\v86_A_quarterly_2013Q4_20260620_051710_case0029\v86_A_quarterly_2013Q4_20260620_051710_case0029.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2013Q4\v86_A_quarterly_2013Q4_20260620_051710_case0029\v86_A_quarterly_2013Q4_20260620_051710_case0029_metrics.csv"
"v866_B_quarterly_2013Q4_20260620_051710_case0030","quarterly","B","v8.66","v8.66 robust case0010","2013Q4","2013.10.01","2013.12.31","completed","4766.64","3.40","2633.75","11.85","8","62.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_B_quarterly_2013Q4_20260620_051710_case0030\v866_B_quarterly_2013Q4_20260620_051710_case0030.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q4\v866_B_quarterly_2013Q4_20260620_051710_case0030.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_B_quarterly_2013Q4_20260620_051710_case0030\v866_B_quarterly_2013Q4_20260620_051710_case0030.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_B_quarterly_2013Q4_20260620_051710_case0030\v866_B_quarterly_2013Q4_20260620_051710_case0030_metrics.csv"
"v866_C_quarterly_2013Q4_20260620_051710_case0031","quarterly","C","v8.66","v8.66 aggressive case0005","2013Q4","2013.10.01","2013.12.31","completed","5285.41","3.38","2926.27","13.04","8","62.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_C_quarterly_2013Q4_20260620_051710_case0031\v866_C_quarterly_2013Q4_20260620_051710_case0031.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q4\v866_C_quarterly_2013Q4_20260620_051710_case0031.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_C_quarterly_2013Q4_20260620_051710_case0031\v866_C_quarterly_2013Q4_20260620_051710_case0031.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_C_quarterly_2013Q4_20260620_051710_case0031\v866_C_quarterly_2013Q4_20260620_051710_case0031_metrics.csv"
"v866_D_quarterly_2013Q4_20260620_051710_case0032","quarterly","D","v8.66","v8.66 conservative case0401","2013Q4","2013.10.01","2013.12.31","completed","4069.38","3.42","2254.91","10.29","8","62.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_D_quarterly_2013Q4_20260620_051710_case0032\v866_D_quarterly_2013Q4_20260620_051710_case0032.htm","E:\CODEXMACD\HCSJ\set\v8.66\2013Q4\v866_D_quarterly_2013Q4_20260620_051710_case0032.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_D_quarterly_2013Q4_20260620_051710_case0032\v866_D_quarterly_2013Q4_20260620_051710_case0032.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2013Q4\v866_D_quarterly_2013Q4_20260620_051710_case0032\v866_D_quarterly_2013Q4_20260620_051710_case0032_metrics.csv"
"v86_A_quarterly_2014Q1_20260620_051710_case0033","quarterly","A","v8.6","v8.6 robust case0502","2014Q1","2014.01.01","2014.03.31","completed","4473.62","2.08","3529.10","17.25","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q1\v86_A_quarterly_2014Q1_20260620_051710_case0033\v86_A_quarterly_2014Q1_20260620_051710_case0033.htm","E:\CODEXMACD\HCSJ\set\v8.6\2014Q1\v86_A_quarterly_2014Q1_20260620_051710_case0033.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q1\v86_A_quarterly_2014Q1_20260620_051710_case0033\v86_A_quarterly_2014Q1_20260620_051710_case0033.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q1\v86_A_quarterly_2014Q1_20260620_051710_case0033\v86_A_quarterly_2014Q1_20260620_051710_case0033_metrics.csv"
"v866_B_quarterly_2014Q1_20260620_051710_case0034","quarterly","B","v8.66","v8.66 robust case0010","2014Q1","2014.01.01","2014.03.31","completed","3556.04","1.87","3344.23","16.47","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_B_quarterly_2014Q1_20260620_051710_case0034\v866_B_quarterly_2014Q1_20260620_051710_case0034.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q1\v866_B_quarterly_2014Q1_20260620_051710_case0034.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_B_quarterly_2014Q1_20260620_051710_case0034\v866_B_quarterly_2014Q1_20260620_051710_case0034.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_B_quarterly_2014Q1_20260620_051710_case0034\v866_B_quarterly_2014Q1_20260620_051710_case0034_metrics.csv"
"v866_C_quarterly_2014Q1_20260620_051710_case0035","quarterly","C","v8.66","v8.66 aggressive case0005","2014Q1","2014.01.01","2014.03.31","completed","3801.47","1.85","3670.39","18.05","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_C_quarterly_2014Q1_20260620_051710_case0035\v866_C_quarterly_2014Q1_20260620_051710_case0035.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q1\v866_C_quarterly_2014Q1_20260620_051710_case0035.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_C_quarterly_2014Q1_20260620_051710_case0035\v866_C_quarterly_2014Q1_20260620_051710_case0035.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_C_quarterly_2014Q1_20260620_051710_case0035\v866_C_quarterly_2014Q1_20260620_051710_case0035_metrics.csv"
"v866_D_quarterly_2014Q1_20260620_051710_case0036","quarterly","D","v8.66","v8.66 conservative case0401","2014Q1","2014.01.01","2014.03.31","completed","3095.90","1.88","2912.34","14.36","9","55.56","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_D_quarterly_2014Q1_20260620_051710_case0036\v866_D_quarterly_2014Q1_20260620_051710_case0036.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q1\v866_D_quarterly_2014Q1_20260620_051710_case0036.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_D_quarterly_2014Q1_20260620_051710_case0036\v866_D_quarterly_2014Q1_20260620_051710_case0036.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q1\v866_D_quarterly_2014Q1_20260620_051710_case0036\v866_D_quarterly_2014Q1_20260620_051710_case0036_metrics.csv"
"v86_A_quarterly_2014Q2_20260620_051710_case0037","quarterly","A","v8.6","v8.6 robust case0502","2014Q2","2014.04.01","2014.06.30","completed","4659.33","1.79","4335.41","20.29","9","22.22","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q2\v86_A_quarterly_2014Q2_20260620_051710_case0037\v86_A_quarterly_2014Q2_20260620_051710_case0037.htm","E:\CODEXMACD\HCSJ\set\v8.6\2014Q2\v86_A_quarterly_2014Q2_20260620_051710_case0037.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q2\v86_A_quarterly_2014Q2_20260620_051710_case0037\v86_A_quarterly_2014Q2_20260620_051710_case0037.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q2\v86_A_quarterly_2014Q2_20260620_051710_case0037\v86_A_quarterly_2014Q2_20260620_051710_case0037_metrics.csv"
"v866_B_quarterly_2014Q2_20260620_051710_case0038","quarterly","B","v8.66","v8.66 robust case0010","2014Q2","2014.04.01","2014.06.30","completed","3561.06","1.62","4090.33","19.43","9","22.22","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_B_quarterly_2014Q2_20260620_051710_case0038\v866_B_quarterly_2014Q2_20260620_051710_case0038.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q2\v866_B_quarterly_2014Q2_20260620_051710_case0038.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_B_quarterly_2014Q2_20260620_051710_case0038\v866_B_quarterly_2014Q2_20260620_051710_case0038.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_B_quarterly_2014Q2_20260620_051710_case0038\v866_B_quarterly_2014Q2_20260620_051710_case0038_metrics.csv"
"v866_C_quarterly_2014Q2_20260620_051710_case0039","quarterly","C","v8.66","v8.66 aggressive case0005","2014Q2","2014.04.01","2014.06.30","completed","3806.09","1.60","4445.18","21.04","9","22.22","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_C_quarterly_2014Q2_20260620_051710_case0039\v866_C_quarterly_2014Q2_20260620_051710_case0039.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q2\v866_C_quarterly_2014Q2_20260620_051710_case0039.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_C_quarterly_2014Q2_20260620_051710_case0039\v866_C_quarterly_2014Q2_20260620_051710_case0039.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_C_quarterly_2014Q2_20260620_051710_case0039\v866_C_quarterly_2014Q2_20260620_051710_case0039_metrics.csv"
"v866_D_quarterly_2014Q2_20260620_051710_case0040","quarterly","D","v8.66","v8.66 conservative case0401","2014Q2","2014.04.01","2014.06.30","completed","3235.64","1.65","3563.09","17.02","9","22.22","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_D_quarterly_2014Q2_20260620_051710_case0040\v866_D_quarterly_2014Q2_20260620_051710_case0040.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q2\v866_D_quarterly_2014Q2_20260620_051710_case0040.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_D_quarterly_2014Q2_20260620_051710_case0040\v866_D_quarterly_2014Q2_20260620_051710_case0040.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q2\v866_D_quarterly_2014Q2_20260620_051710_case0040\v866_D_quarterly_2014Q2_20260620_051710_case0040_metrics.csv"
"v86_A_quarterly_2014Q3_20260620_051710_case0041","quarterly","A","v8.6","v8.6 robust case0502","2014Q3","2014.07.01","2014.09.30","completed","-3166.95","0.06","5137.70","23.74","8","12.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q3\v86_A_quarterly_2014Q3_20260620_051710_case0041\v86_A_quarterly_2014Q3_20260620_051710_case0041.htm","E:\CODEXMACD\HCSJ\set\v8.6\2014Q3\v86_A_quarterly_2014Q3_20260620_051710_case0041.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q3\v86_A_quarterly_2014Q3_20260620_051710_case0041\v86_A_quarterly_2014Q3_20260620_051710_case0041.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q3\v86_A_quarterly_2014Q3_20260620_051710_case0041\v86_A_quarterly_2014Q3_20260620_051710_case0041_metrics.csv"
"v866_B_quarterly_2014Q3_20260620_051710_case0042","quarterly","B","v8.66","v8.66 robust case0010","2014Q3","2014.07.01","2014.09.30","completed","-3025.54","0.06","4692.85","21.96","8","12.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_B_quarterly_2014Q3_20260620_051710_case0042\v866_B_quarterly_2014Q3_20260620_051710_case0042.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q3\v866_B_quarterly_2014Q3_20260620_051710_case0042.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_B_quarterly_2014Q3_20260620_051710_case0042\v866_B_quarterly_2014Q3_20260620_051710_case0042.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_B_quarterly_2014Q3_20260620_051710_case0042\v866_B_quarterly_2014Q3_20260620_051710_case0042_metrics.csv"
