"run_id","module","object_id","version","set_role","period","from","to","status","net_profit","profit_factor","max_equity_dd","max_equity_dd_pct","total_trades","win_rate","report","set_file","config","metrics"
"v866_C_quarterly_2014Q3_20260620_051710_case0043","quarterly","C","v8.66","v8.66 aggressive case0005","2014Q3","2014.07.01","2014.09.30","completed","-3319.36","0.06","5149.06","23.94","8","12.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_C_quarterly_2014Q3_20260620_051710_case0043\v866_C_quarterly_2014Q3_20260620_051710_case0043.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q3\v866_C_quarterly_2014Q3_20260620_051710_case0043.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_C_quarterly_2014Q3_20260620_051710_case0043\v866_C_quarterly_2014Q3_20260620_051710_case0043.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_C_quarterly_2014Q3_20260620_051710_case0043\v866_C_quarterly_2014Q3_20260620_051710_case0043_metrics.csv"
"v866_D_quarterly_2014Q3_20260620_051710_case0044","quarterly","D","v8.66","v8.66 conservative case0401","2014Q3","2014.07.01","2014.09.30","completed","-2630.44","0.06","4087.40","19.29","8","12.50","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_D_quarterly_2014Q3_20260620_051710_case0044\v866_D_quarterly_2014Q3_20260620_051710_case0044.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q3\v866_D_quarterly_2014Q3_20260620_051710_case0044.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_D_quarterly_2014Q3_20260620_051710_case0044\v866_D_quarterly_2014Q3_20260620_051710_case0044.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q3\v866_D_quarterly_2014Q3_20260620_051710_case0044\v866_D_quarterly_2014Q3_20260620_051710_case0044_metrics.csv"
"v86_A_quarterly_2014Q4_20260620_051710_case0045","quarterly","A","v8.6","v8.6 robust case0502","2014Q4","2014.10.01","2014.12.31","completed","-1739.70","0.59","4681.09","21.15","10","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q4\v86_A_quarterly_2014Q4_20260620_051710_case0045\v86_A_quarterly_2014Q4_20260620_051710_case0045.htm","E:\CODEXMACD\HCSJ\set\v8.6\2014Q4\v86_A_quarterly_2014Q4_20260620_051710_case0045.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q4\v86_A_quarterly_2014Q4_20260620_051710_case0045\v86_A_quarterly_2014Q4_20260620_051710_case0045.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2014Q4\v86_A_quarterly_2014Q4_20260620_051710_case0045\v86_A_quarterly_2014Q4_20260620_051710_case0045_metrics.csv"
"v866_B_quarterly_2014Q4_20260620_051710_case0046","quarterly","B","v8.66","v8.66 robust case0010","2014Q4","2014.10.01","2014.12.31","completed","-1985.81","0.53","4613.17","21.06","10","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_B_quarterly_2014Q4_20260620_051710_case0046\v866_B_quarterly_2014Q4_20260620_051710_case0046.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q4\v866_B_quarterly_2014Q4_20260620_051710_case0046.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_B_quarterly_2014Q4_20260620_051710_case0046\v866_B_quarterly_2014Q4_20260620_051710_case0046.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_B_quarterly_2014Q4_20260620_051710_case0046\v866_B_quarterly_2014Q4_20260620_051710_case0046_metrics.csv"
"v866_C_quarterly_2014Q4_20260620_051710_case0047","quarterly","C","v8.66","v8.66 aggressive case0005","2014Q4","2014.10.01","2014.12.31","completed","-2180.18","0.53","5069.92","22.94","10","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_C_quarterly_2014Q4_20260620_051710_case0047\v866_C_quarterly_2014Q4_20260620_051710_case0047.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q4\v866_C_quarterly_2014Q4_20260620_051710_case0047.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_C_quarterly_2014Q4_20260620_051710_case0047\v866_C_quarterly_2014Q4_20260620_051710_case0047.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_C_quarterly_2014Q4_20260620_051710_case0047\v866_C_quarterly_2014Q4_20260620_051710_case0047_metrics.csv"
"v866_D_quarterly_2014Q4_20260620_051710_case0048","quarterly","D","v8.66","v8.66 conservative case0401","2014Q4","2014.10.01","2014.12.31","completed","-1696.41","0.54","3964.35","18.32","10","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_D_quarterly_2014Q4_20260620_051710_case0048\v866_D_quarterly_2014Q4_20260620_051710_case0048.htm","E:\CODEXMACD\HCSJ\set\v8.66\2014Q4\v866_D_quarterly_2014Q4_20260620_051710_case0048.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_D_quarterly_2014Q4_20260620_051710_case0048\v866_D_quarterly_2014Q4_20260620_051710_case0048.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2014Q4\v866_D_quarterly_2014Q4_20260620_051710_case0048\v866_D_quarterly_2014Q4_20260620_051710_case0048_metrics.csv"
"v86_A_quarterly_2015Q1_20260620_051710_case0049","quarterly","A","v8.6","v8.6 robust case0502","2015Q1","2015.01.01","2015.03.31","completed","-1732.88","0.55","5462.20","23.38","10","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q1\v86_A_quarterly_2015Q1_20260620_051710_case0049\v86_A_quarterly_2015Q1_20260620_051710_case0049.htm","E:\CODEXMACD\HCSJ\set\v8.6\2015Q1\v86_A_quarterly_2015Q1_20260620_051710_case0049.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q1\v86_A_quarterly_2015Q1_20260620_051710_case0049\v86_A_quarterly_2015Q1_20260620_051710_case0049.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q1\v86_A_quarterly_2015Q1_20260620_051710_case0049\v86_A_quarterly_2015Q1_20260620_051710_case0049_metrics.csv"
"v866_B_quarterly_2015Q1_20260620_051710_case0050","quarterly","B","v8.66","v8.66 robust case0010","2015Q1","2015.01.01","2015.03.31","completed","-1920.56","0.48","5271.50","22.89","10","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_B_quarterly_2015Q1_20260620_051710_case0050\v866_B_quarterly_2015Q1_20260620_051710_case0050.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q1\v866_B_quarterly_2015Q1_20260620_051710_case0050.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_B_quarterly_2015Q1_20260620_051710_case0050\v866_B_quarterly_2015Q1_20260620_051710_case0050.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_B_quarterly_2015Q1_20260620_051710_case0050\v866_B_quarterly_2015Q1_20260620_051710_case0050_metrics.csv"
"v866_C_quarterly_2015Q1_20260620_051710_case0051","quarterly","C","v8.66","v8.66 aggressive case0005","2015Q1","2015.01.01","2015.03.31","completed","-2079.89","0.49","5797.11","24.81","10","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_C_quarterly_2015Q1_20260620_051710_case0051\v866_C_quarterly_2015Q1_20260620_051710_case0051.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q1\v866_C_quarterly_2015Q1_20260620_051710_case0051.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_C_quarterly_2015Q1_20260620_051710_case0051\v866_C_quarterly_2015Q1_20260620_051710_case0051.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_C_quarterly_2015Q1_20260620_051710_case0051\v866_C_quarterly_2015Q1_20260620_051710_case0051_metrics.csv"
"v866_D_quarterly_2015Q1_20260620_051710_case0052","quarterly","D","v8.66","v8.66 conservative case0401","2015Q1","2015.01.01","2015.03.31","completed","-1642.68","0.48","4519.00","20.00","10","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_D_quarterly_2015Q1_20260620_051710_case0052\v866_D_quarterly_2015Q1_20260620_051710_case0052.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q1\v866_D_quarterly_2015Q1_20260620_051710_case0052.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_D_quarterly_2015Q1_20260620_051710_case0052\v866_D_quarterly_2015Q1_20260620_051710_case0052.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q1\v866_D_quarterly_2015Q1_20260620_051710_case0052\v866_D_quarterly_2015Q1_20260620_051710_case0052_metrics.csv"
"v86_A_quarterly_2015Q2_20260620_051710_case0053","quarterly","A","v8.6","v8.6 robust case0502","2015Q2","2015.04.01","2015.06.30","completed","-5022.13","0.11","8824.65","37.56","8","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q2\v86_A_quarterly_2015Q2_20260620_051710_case0053\v86_A_quarterly_2015Q2_20260620_051710_case0053.htm","E:\CODEXMACD\HCSJ\set\v8.6\2015Q2\v86_A_quarterly_2015Q2_20260620_051710_case0053.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q2\v86_A_quarterly_2015Q2_20260620_051710_case0053\v86_A_quarterly_2015Q2_20260620_051710_case0053.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q2\v86_A_quarterly_2015Q2_20260620_051710_case0053\v86_A_quarterly_2015Q2_20260620_051710_case0053_metrics.csv"
"v866_B_quarterly_2015Q2_20260620_051710_case0054","quarterly","B","v8.66","v8.66 robust case0010","2015Q2","2015.04.01","2015.06.30","completed","-5047.40","0.10","8464.55","36.58","8","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_B_quarterly_2015Q2_20260620_051710_case0054\v866_B_quarterly_2015Q2_20260620_051710_case0054.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q2\v866_B_quarterly_2015Q2_20260620_051710_case0054.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_B_quarterly_2015Q2_20260620_051710_case0054\v866_B_quarterly_2015Q2_20260620_051710_case0054.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_B_quarterly_2015Q2_20260620_051710_case0054\v866_B_quarterly_2015Q2_20260620_051710_case0054_metrics.csv"
"v866_C_quarterly_2015Q2_20260620_051710_case0055","quarterly","C","v8.66","v8.66 aggressive case0005","2015Q2","2015.04.01","2015.06.30","completed","-5462.46","0.10","9192.13","39.22","8","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_C_quarterly_2015Q2_20260620_051710_case0055\v866_C_quarterly_2015Q2_20260620_051710_case0055.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q2\v866_C_quarterly_2015Q2_20260620_051710_case0055.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_C_quarterly_2015Q2_20260620_051710_case0055\v866_C_quarterly_2015Q2_20260620_051710_case0055.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_C_quarterly_2015Q2_20260620_051710_case0055\v866_C_quarterly_2015Q2_20260620_051710_case0055_metrics.csv"
"v866_D_quarterly_2015Q2_20260620_051710_case0056","quarterly","D","v8.66","v8.66 conservative case0401","2015Q2","2015.04.01","2015.06.30","completed","-4402.73","0.10","7342.94","32.35","8","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_D_quarterly_2015Q2_20260620_051710_case0056\v866_D_quarterly_2015Q2_20260620_051710_case0056.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q2\v866_D_quarterly_2015Q2_20260620_051710_case0056.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_D_quarterly_2015Q2_20260620_051710_case0056\v866_D_quarterly_2015Q2_20260620_051710_case0056.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q2\v866_D_quarterly_2015Q2_20260620_051710_case0056\v866_D_quarterly_2015Q2_20260620_051710_case0056_metrics.csv"
"v86_A_quarterly_2015Q3_20260620_051710_case0057","quarterly","A","v8.6","v8.6 robust case0502","2015Q3","2015.07.01","2015.09.30","completed","527.04","1.17","3349.66","15.02","7","57.14","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q3\v86_A_quarterly_2015Q3_20260620_051710_case0057\v86_A_quarterly_2015Q3_20260620_051710_case0057.htm","E:\CODEXMACD\HCSJ\set\v8.6\2015Q3\v86_A_quarterly_2015Q3_20260620_051710_case0057.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q3\v86_A_quarterly_2015Q3_20260620_051710_case0057\v86_A_quarterly_2015Q3_20260620_051710_case0057.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q3\v86_A_quarterly_2015Q3_20260620_051710_case0057\v86_A_quarterly_2015Q3_20260620_051710_case0057_metrics.csv"
"v866_B_quarterly_2015Q3_20260620_051710_case0058","quarterly","B","v8.66","v8.66 robust case0010","2015Q3","2015.07.01","2015.09.30","completed","628.19","1.24","3612.18","16.38","7","57.14","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_B_quarterly_2015Q3_20260620_051710_case0058\v866_B_quarterly_2015Q3_20260620_051710_case0058.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q3\v866_B_quarterly_2015Q3_20260620_051710_case0058.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_B_quarterly_2015Q3_20260620_051710_case0058\v866_B_quarterly_2015Q3_20260620_051710_case0058.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_B_quarterly_2015Q3_20260620_051710_case0058\v866_B_quarterly_2015Q3_20260620_051710_case0058_metrics.csv"
"v866_C_quarterly_2015Q3_20260620_051710_case0059","quarterly","C","v8.66","v8.66 aggressive case0005","2015Q3","2015.07.01","2015.09.30","completed","658.83","1.23","3998.23","17.95","7","57.14","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_C_quarterly_2015Q3_20260620_051710_case0059\v866_C_quarterly_2015Q3_20260620_051710_case0059.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q3\v866_C_quarterly_2015Q3_20260620_051710_case0059.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_C_quarterly_2015Q3_20260620_051710_case0059\v866_C_quarterly_2015Q3_20260620_051710_case0059.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_C_quarterly_2015Q3_20260620_051710_case0059\v866_C_quarterly_2015Q3_20260620_051710_case0059_metrics.csv"
"v866_D_quarterly_2015Q3_20260620_051710_case0060","quarterly","D","v8.66","v8.66 conservative case0401","2015Q3","2015.07.01","2015.09.30","completed","552.07","1.24","3091.49","14.20","7","57.14","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_D_quarterly_2015Q3_20260620_051710_case0060\v866_D_quarterly_2015Q3_20260620_051710_case0060.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q3\v866_D_quarterly_2015Q3_20260620_051710_case0060.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_D_quarterly_2015Q3_20260620_051710_case0060\v866_D_quarterly_2015Q3_20260620_051710_case0060.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q3\v866_D_quarterly_2015Q3_20260620_051710_case0060\v866_D_quarterly_2015Q3_20260620_051710_case0060_metrics.csv"
"v86_A_quarterly_2015Q4_20260620_051710_case0061","quarterly","A","v8.6","v8.6 robust case0502","2015Q4","2015.10.01","2015.12.31","completed","2252.32","1.53","5539.16","21.97","6","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q4\v86_A_quarterly_2015Q4_20260620_051710_case0061\v86_A_quarterly_2015Q4_20260620_051710_case0061.htm","E:\CODEXMACD\HCSJ\set\v8.6\2015Q4\v86_A_quarterly_2015Q4_20260620_051710_case0061.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q4\v86_A_quarterly_2015Q4_20260620_051710_case0061\v86_A_quarterly_2015Q4_20260620_051710_case0061.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2015Q4\v86_A_quarterly_2015Q4_20260620_051710_case0061\v86_A_quarterly_2015Q4_20260620_051710_case0061_metrics.csv"
"v866_B_quarterly_2015Q4_20260620_051710_case0062","quarterly","B","v8.66","v8.66 robust case0010","2015Q4","2015.10.01","2015.12.31","completed","2207.43","1.72","4254.28","17.41","5","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_B_quarterly_2015Q4_20260620_051710_case0062\v866_B_quarterly_2015Q4_20260620_051710_case0062.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q4\v866_B_quarterly_2015Q4_20260620_051710_case0062.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_B_quarterly_2015Q4_20260620_051710_case0062\v866_B_quarterly_2015Q4_20260620_051710_case0062.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_B_quarterly_2015Q4_20260620_051710_case0062\v866_B_quarterly_2015Q4_20260620_051710_case0062_metrics.csv"
"v866_C_quarterly_2015Q4_20260620_051710_case0063","quarterly","C","v8.66","v8.66 aggressive case0005","2015Q4","2015.10.01","2015.12.31","completed","2368.49","1.70","4672.57","18.83","5","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_C_quarterly_2015Q4_20260620_051710_case0063\v866_C_quarterly_2015Q4_20260620_051710_case0063.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q4\v866_C_quarterly_2015Q4_20260620_051710_case0063.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_C_quarterly_2015Q4_20260620_051710_case0063\v866_C_quarterly_2015Q4_20260620_051710_case0063.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_C_quarterly_2015Q4_20260620_051710_case0063\v866_C_quarterly_2015Q4_20260620_051710_case0063_metrics.csv"
"v866_D_quarterly_2015Q4_20260620_051710_case0064","quarterly","D","v8.66","v8.66 conservative case0401","2015Q4","2015.10.01","2015.12.31","completed","1960.23","1.74","3676.63","15.38","5","40.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_D_quarterly_2015Q4_20260620_051710_case0064\v866_D_quarterly_2015Q4_20260620_051710_case0064.htm","E:\CODEXMACD\HCSJ\set\v8.66\2015Q4\v866_D_quarterly_2015Q4_20260620_051710_case0064.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_D_quarterly_2015Q4_20260620_051710_case0064\v866_D_quarterly_2015Q4_20260620_051710_case0064.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2015Q4\v866_D_quarterly_2015Q4_20260620_051710_case0064\v866_D_quarterly_2015Q4_20260620_051710_case0064_metrics.csv"
"v86_A_quarterly_2016Q1_20260620_051710_case0065","quarterly","A","v8.6","v8.6 robust case0502","2016Q1","2016.01.01","2016.03.31","completed","15131.64","7.92","8337.00","19.18","5","60.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q1\v86_A_quarterly_2016Q1_20260620_051710_case0065\v86_A_quarterly_2016Q1_20260620_051710_case0065.htm","E:\CODEXMACD\HCSJ\set\v8.6\2016Q1\v86_A_quarterly_2016Q1_20260620_051710_case0065.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q1\v86_A_quarterly_2016Q1_20260620_051710_case0065\v86_A_quarterly_2016Q1_20260620_051710_case0065.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q1\v86_A_quarterly_2016Q1_20260620_051710_case0065\v86_A_quarterly_2016Q1_20260620_051710_case0065_metrics.csv"
"v866_B_quarterly_2016Q1_20260620_051710_case0066","quarterly","B","v8.66","v8.66 robust case0010","2016Q1","2016.01.01","2016.03.31","completed","12525.37","6.34","8155.60","20.05","5","60.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_B_quarterly_2016Q1_20260620_051710_case0066\v866_B_quarterly_2016Q1_20260620_051710_case0066.htm","E:\CODEXMACD\HCSJ\set\v8.66\2016Q1\v866_B_quarterly_2016Q1_20260620_051710_case0066.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_B_quarterly_2016Q1_20260620_051710_case0066\v866_B_quarterly_2016Q1_20260620_051710_case0066.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_B_quarterly_2016Q1_20260620_051710_case0066\v866_B_quarterly_2016Q1_20260620_051710_case0066_metrics.csv"
"v866_C_quarterly_2016Q1_20260620_051710_case0067","quarterly","C","v8.66","v8.66 aggressive case0005","2016Q1","2016.01.01","2016.03.31","completed","13890.35","6.19","9143.87","21.25","5","60.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_C_quarterly_2016Q1_20260620_051710_case0067\v866_C_quarterly_2016Q1_20260620_051710_case0067.htm","E:\CODEXMACD\HCSJ\set\v8.66\2016Q1\v866_C_quarterly_2016Q1_20260620_051710_case0067.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_C_quarterly_2016Q1_20260620_051710_case0067\v866_C_quarterly_2016Q1_20260620_051710_case0067.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_C_quarterly_2016Q1_20260620_051710_case0067\v866_C_quarterly_2016Q1_20260620_051710_case0067_metrics.csv"
"v866_D_quarterly_2016Q1_20260620_051710_case0068","quarterly","D","v8.66","v8.66 conservative case0401","2016Q1","2016.01.01","2016.03.31","completed","10654.08","6.63","6795.73","18.15","5","60.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_D_quarterly_2016Q1_20260620_051710_case0068\v866_D_quarterly_2016Q1_20260620_051710_case0068.htm","E:\CODEXMACD\HCSJ\set\v8.66\2016Q1\v866_D_quarterly_2016Q1_20260620_051710_case0068.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_D_quarterly_2016Q1_20260620_051710_case0068\v866_D_quarterly_2016Q1_20260620_051710_case0068.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q1\v866_D_quarterly_2016Q1_20260620_051710_case0068\v866_D_quarterly_2016Q1_20260620_051710_case0068_metrics.csv"
"v86_A_quarterly_2016Q2_20260620_051710_case0069","quarterly","A","v8.6","v8.6 robust case0502","2016Q2","2016.04.01","2016.06.30","completed","2981.95","1.73","5828.74","23.46","8","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q2\v86_A_quarterly_2016Q2_20260620_051710_case0069\v86_A_quarterly_2016Q2_20260620_051710_case0069.htm","E:\CODEXMACD\HCSJ\set\v8.6\2016Q2\v86_A_quarterly_2016Q2_20260620_051710_case0069.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q2\v86_A_quarterly_2016Q2_20260620_051710_case0069\v86_A_quarterly_2016Q2_20260620_051710_case0069.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q2\v86_A_quarterly_2016Q2_20260620_051710_case0069\v86_A_quarterly_2016Q2_20260620_051710_case0069_metrics.csv"
"v866_B_quarterly_2016Q2_20260620_051710_case0070","quarterly","B","v8.66","v8.66 robust case0010","2016Q2","2016.04.01","2016.06.30","completed","2474.20","1.67","5317.20","21.90","8","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_B_quarterly_2016Q2_20260620_051710_case0070\v866_B_quarterly_2016Q2_20260620_051710_case0070.htm","E:\CODEXMACD\HCSJ\set\v8.66\2016Q2\v866_B_quarterly_2016Q2_20260620_051710_case0070.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_B_quarterly_2016Q2_20260620_051710_case0070\v866_B_quarterly_2016Q2_20260620_051710_case0070.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_B_quarterly_2016Q2_20260620_051710_case0070\v866_B_quarterly_2016Q2_20260620_051710_case0070_metrics.csv"
"v866_C_quarterly_2016Q2_20260620_051710_case0071","quarterly","C","v8.66","v8.66 aggressive case0005","2016Q2","2016.04.01","2016.06.30","completed","2710.46","1.67","5850.05","23.69","8","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_C_quarterly_2016Q2_20260620_051710_case0071\v866_C_quarterly_2016Q2_20260620_051710_case0071.htm","E:\CODEXMACD\HCSJ\set\v8.66\2016Q2\v866_C_quarterly_2016Q2_20260620_051710_case0071.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_C_quarterly_2016Q2_20260620_051710_case0071\v866_C_quarterly_2016Q2_20260620_051710_case0071.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_C_quarterly_2016Q2_20260620_051710_case0071\v866_C_quarterly_2016Q2_20260620_051710_case0071_metrics.csv"
"v866_D_quarterly_2016Q2_20260620_051710_case0072","quarterly","D","v8.66","v8.66 conservative case0401","2016Q2","2016.04.01","2016.06.30","completed","2225.58","1.70","4569.90","19.25","8","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_D_quarterly_2016Q2_20260620_051710_case0072\v866_D_quarterly_2016Q2_20260620_051710_case0072.htm","E:\CODEXMACD\HCSJ\set\v8.66\2016Q2\v866_D_quarterly_2016Q2_20260620_051710_case0072.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_D_quarterly_2016Q2_20260620_051710_case0072\v866_D_quarterly_2016Q2_20260620_051710_case0072.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2016Q2\v866_D_quarterly_2016Q2_20260620_051710_case0072\v866_D_quarterly_2016Q2_20260620_051710_case0072_metrics.csv"
"v86_A_quarterly_2016Q3_20260620_051710_case0073","quarterly","A","v8.6","v8.6 robust case0502","2016Q3","2016.07.01","2016.09.30","completed","-3278.36","0.26","4377.56","20.78","9","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q3\v86_A_quarterly_2016Q3_20260620_051710_case0073\v86_A_quarterly_2016Q3_20260620_051710_case0073.htm","E:\CODEXMACD\HCSJ\set\v8.6\2016Q3\v86_A_quarterly_2016Q3_20260620_051710_case0073.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q3\v86_A_quarterly_2016Q3_20260620_051710_case0073\v86_A_quarterly_2016Q3_20260620_051710_case0073.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2016Q3\v86_A_quarterly_2016Q3_20260620_051710_case0073\v86_A_quarterly_2016Q3_20260620_051710_case0073_metrics.csv"
