run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v866_D_quarterly_2017Q2_20260620_021506_case0088",-4184.42,0.38,6432.29,28.91,8262.61,34.60,8262.61,34.60,12,25.00,completed
