run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v86_A_quarterly_2013Q4_20260620_021506_case0029",5612.54,3.63,1339.46,6.17,2839.65,12.64,2839.65,12.64,8,62.50,completed
