run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
v866_D_date_shift_2012-2019_20260620_012138_case4003,50543.19,1.19,30551.20,51.58,36659.99,35.30,35416.13,55.47,248,36.69,completed
