run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,buy_trades,sell_trades,max_consecutive_winning_trades,max_consecutive_losing_trades,max_consecutive_winning_count,max_consecutive_losing_count,status
"v86_A_quarterly_2013Q1_20260620_051710_case0017",2021.17,1.59,2265.88,11.33,5788.53,24.94,5788.53,24.94,7,14.29,3,4,5445.89,-2265.88,1,5,completed
