run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,buy_trades,sell_trades,max_consecutive_winning_trades,max_consecutive_losing_trades,max_consecutive_winning_count,max_consecutive_losing_count,status
"v866_B_quarterly_2020Q4_20260620_051710_case0142",-407.38,0.93,4275.96,21.38,5518.92,26.20,5518.92,26.20,10,30.00,3,7,4553.86,-2868.13,1,3,completed
