run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
v86_A_date_shift_2020-2026_20260620_012138_case1007,95881.23,1.70,22144.91,32.24,30325.18,40.14,17768.61,51.48,187,42.25,completed
