run_id,module,object_id,version,set_role,window,stage,case_id,status,source_file,ex5_file,set_file,config_file,report_file,start_date,end_date,symbol,timeframe,model,spread_mode,spread_level,slippage_level,deposit,leverage,net_profit,profit_retention_pct,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,trade_count_retention_pct,win_rate,avg_profit_per_trade,worst_period_flag,sensitivity_rating,decision,notes
v866_C_date_shift_2020-2026_20260620_012138_case3004,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"end_minus_3m",3004,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3004.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3004\v866_C_date_shift_2020-2026_20260620_012138_case3004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3004\v866_C_date_shift_2020-2026_20260620_012138_case3004.htm",2020.01.01,2026.03.30,XAUUSD,H4,1,"current","current",0,20000,100,569915.17,102.49,2.09,77092.70,28.31,203559.31,25.65,52169.36,50.07,198,,46.46,2878.36,,,date-shift,"date shift end_minus_3m"
v866_C_date_shift_2020-2026_20260620_012138_case3005,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"start_plus_1m_end_minus_1m",3005,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3005.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3005\v866_C_date_shift_2020-2026_20260620_012138_case3005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3005\v866_C_date_shift_2020-2026_20260620_012138_case3005.htm",2020.02.01,2026.05.30,XAUUSD,H4,1,"current","current",0,20000,100,535399.67,96.29,2.05,70806.35,28.32,187003.72,25.68,47873.44,50.08,199,,46.23,2690.45,,,date-shift,"date shift start_plus_1m_end_minus_1m"
v866_C_date_shift_2020-2026_20260620_012138_case3006,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"start_plus_3m_end_minus_3m",3006,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3006.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3006\v866_C_date_shift_2020-2026_20260620_012138_case3006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3006\v866_C_date_shift_2020-2026_20260620_012138_case3006.htm",2020.04.01,2026.03.30,XAUUSD,H4,1,"current","current",0,20000,100,297949.07,53.58,2.06,41661.42,28.29,109475.24,25.61,28135.89,49.95,193,,45.60,1543.78,,,date-shift,"date shift start_plus_3m_end_minus_3m"
v866_C_date_shift_2020-2026_20260620_012138_case3007,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"start_plus_6m_end_minus_6m",3007,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3007.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3007\v866_C_date_shift_2020-2026_20260620_012138_case3007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3007\v866_C_date_shift_2020-2026_20260620_012138_case3007.htm",2020.07.01,2025.12.30,XAUUSD,H4,1,"current","current",0,20000,100,191669.66,34.47,1.98,35257.17,28.29,53711.97,23.25,23877.98,50.00,175,,44.57,1095.26,,,date-shift,"date shift start_plus_6m_end_minus_6m"
v866_D_date_shift_2012-2019_20260620_012138_case4000,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"original",4000,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4000.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4000\v866_D_date_shift_2012-2019_20260620_012138_case4000.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4000\v866_D_date_shift_2012-2019_20260620_012138_case4000.htm",2012.01.01,2019.12.31,XAUUSD,H4,1,"current","current",0,20000,100,51100.55,,1.19,30551.20,51.58,36659.99,35.30,35416.13,55.47,250,,36.80,204.4,,,date-shift,"date shift original"
v866_D_date_shift_2012-2019_20260620_012138_case4001,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"start_plus_1m",4001,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4001.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4001\v866_D_date_shift_2012-2019_20260620_012138_case4001.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4001\v866_D_date_shift_2012-2019_20260620_012138_case4001.htm",2012.02.01,2019.12.31,XAUUSD,H4,1,"current","current",0,20000,100,57847.49,,1.20,33459.69,51.54,40177.00,35.31,38796.44,55.43,246,,36.99,235.15,,,date-shift,"date shift start_plus_1m"
v866_D_date_shift_2012-2019_20260620_012138_case4002,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"start_plus_3m",4002,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4002.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4002\v866_D_date_shift_2012-2019_20260620_012138_case4002.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4002\v866_D_date_shift_2012-2019_20260620_012138_case4002.htm",2012.04.01,2019.12.31,XAUUSD,H4,1,"current","current",0,20000,100,54158.86,,1.20,31947.93,51.59,38255.71,35.30,37038.37,55.48,240,,36.67,225.66,,,date-shift,"date shift start_plus_3m"
v866_D_date_shift_2012-2019_20260620_012138_case4003,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"end_minus_1m",4003,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4003.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4003\v866_D_date_shift_2012-2019_20260620_012138_case4003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4003\v866_D_date_shift_2012-2019_20260620_012138_case4003.htm",2012.01.01,2019.11.30,XAUUSD,H4,1,"current","current",0,20000,100,50543.19,,1.19,30551.20,51.58,36659.99,35.30,35416.13,55.47,248,,36.69,203.8,,,date-shift,"date shift end_minus_1m"
v866_D_date_shift_2012-2019_20260620_012138_case4004,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"end_minus_3m",4004,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4004.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4004\v866_D_date_shift_2012-2019_20260620_012138_case4004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4004\v866_D_date_shift_2012-2019_20260620_012138_case4004.htm",2012.01.01,2019.09.30,XAUUSD,H4,1,"current","current",0,20000,100,60302.89,,1.24,30551.20,51.58,36659.99,35.30,35416.13,55.47,242,,36.36,249.19,,,date-shift,"date shift end_minus_3m"
v866_D_date_shift_2012-2019_20260620_012138_case4005,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"start_plus_1m_end_minus_1m",4005,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4005.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4005\v866_D_date_shift_2012-2019_20260620_012138_case4005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4005\v866_D_date_shift_2012-2019_20260620_012138_case4005.htm",2012.02.01,2019.11.30,XAUUSD,H4,1,"current","current",0,20000,100,57236.13,,1.20,33459.69,51.54,40177.00,35.31,38796.44,55.43,244,,36.89,234.57,,,date-shift,"date shift start_plus_1m_end_minus_1m"
v866_D_date_shift_2012-2019_20260620_012138_case4006,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"start_plus_3m_end_minus_3m",4006,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4006.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4006\v866_D_date_shift_2012-2019_20260620_012138_case4006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4006\v866_D_date_shift_2012-2019_20260620_012138_case4006.htm",2012.04.01,2019.09.30,XAUUSD,H4,1,"current","current",0,20000,100,63754.08,,1.24,31947.93,51.59,38255.71,35.30,37038.37,55.48,232,,36.21,274.8,,,date-shift,"date shift start_plus_3m_end_minus_3m"
v866_D_date_shift_2012-2019_20260620_012138_case4007,date_shift,D,v8.66,"v8.66 conservative case0401",2012-2019,"start_plus_6m_end_minus_6m",4007,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4007.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4007\v866_D_date_shift_2012-2019_20260620_012138_case4007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_D_date_shift_2012-2019_20260620_012138_case4007\v866_D_date_shift_2012-2019_20260620_012138_case4007.htm",2012.07.01,2019.06.30,XAUUSD,H4,1,"current","current",0,20000,100,66569.72,,1.30,29786.54,51.58,35766.47,35.31,34534.79,55.47,219,,36.99,303.97,,,date-shift,"date shift start_plus_6m_end_minus_6m"
v866_D_date_shift_2020-2026_20260620_012138_case4000,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"original",4000,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4000.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4000\v866_D_date_shift_2020-2026_20260620_012138_case4000.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4000\v866_D_date_shift_2020-2026_20260620_012138_case4000.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,371235.57,66.76,2.23,39640.90,22.74,90894.02,21.73,34724.45,42.81,203,,46.80,1828.75,,,date-shift,"date shift original"
v866_D_date_shift_2020-2026_20260620_012138_case4001,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"start_plus_1m",4001,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4001.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4001\v866_D_date_shift_2020-2026_20260620_012138_case4001.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4001\v866_D_date_shift_2020-2026_20260620_012138_case4001.htm",2020.02.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,345372.63,62.11,2.23,37021.60,22.73,84734.55,21.71,32399.39,42.80,201,,46.77,1718.27,,,date-shift,"date shift start_plus_1m"
v866_D_date_shift_2020-2026_20260620_012138_case4002,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"start_plus_3m",4002,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4002.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4002\v866_D_date_shift_2020-2026_20260620_012138_case4002.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4002\v866_D_date_shift_2020-2026_20260620_012138_case4002.htm",2020.04.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,216648.23,38.96,2.19,23980.35,22.70,54912.29,21.72,21076.16,42.73,198,,45.96,1094.18,,,date-shift,"date shift start_plus_3m"
v866_D_date_shift_2020-2026_20260620_012138_case4003,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"end_minus_1m",4003,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4003.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4003\v866_D_date_shift_2020-2026_20260620_012138_case4003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4003\v866_D_date_shift_2020-2026_20260620_012138_case4003.htm",2020.01.01,2026.05.30,XAUUSD,H4,1,"current","current",0,20000,100,314367.00,56.54,2.04,39640.90,22.74,90894.02,21.73,34724.45,42.81,201,,46.27,1564.01,,,date-shift,"date shift end_minus_1m"
v866_D_date_shift_2020-2026_20260620_012138_case4004,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"end_minus_3m",4004,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4004.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4004\v866_D_date_shift_2020-2026_20260620_012138_case4004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4004\v866_D_date_shift_2020-2026_20260620_012138_case4004.htm",2020.01.01,2026.03.30,XAUUSD,H4,1,"current","current",0,20000,100,307484.05,55.3,2.07,39640.90,22.74,90770.20,21.70,34724.45,42.81,198,,46.46,1552.95,,,date-shift,"date shift end_minus_3m"
v866_D_date_shift_2020-2026_20260620_012138_case4005,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"start_plus_1m_end_minus_1m",4005,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4005.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4005\v866_D_date_shift_2020-2026_20260620_012138_case4005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4005\v866_D_date_shift_2020-2026_20260620_012138_case4005.htm",2020.02.01,2026.05.30,XAUUSD,H4,1,"current","current",0,20000,100,292256.84,52.56,2.04,37021.60,22.73,84734.55,21.71,32399.39,42.80,199,,46.23,1468.63,,,date-shift,"date shift start_plus_1m_end_minus_1m"
v866_D_date_shift_2020-2026_20260620_012138_case4006,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"start_plus_3m_end_minus_3m",4006,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4006.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4006\v866_D_date_shift_2020-2026_20260620_012138_case4006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4006\v866_D_date_shift_2020-2026_20260620_012138_case4006.htm",2020.04.01,2026.03.30,XAUUSD,H4,1,"current","current",0,20000,100,178016.66,32.01,2.03,23980.35,22.70,54837.26,21.69,21076.16,42.73,193,,45.60,922.37,,,date-shift,"date shift start_plus_3m_end_minus_3m"
v866_D_date_shift_2020-2026_20260620_012138_case4007,date_shift,D,v8.66,"v8.66 conservative case0401",2020-2026,"start_plus_6m_end_minus_6m",4007,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4007.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4007\v866_D_date_shift_2020-2026_20260620_012138_case4007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_D_date_shift_2020-2026_20260620_012138_case4007\v866_D_date_shift_2020-2026_20260620_012138_case4007.htm",2020.07.01,2025.12.30,XAUUSD,H4,1,"current","current",0,20000,100,124023.04,22.3,1.95,21134.19,22.66,31011.09,30.53,18573.79,42.70,175,,44.57,708.7,,,date-shift,"date shift start_plus_6m_end_minus_6m"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0001","walkforward_reverse",WF86,v8.6,"v86 original",2020-2026,"train",1,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0001.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0001\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0001.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0001\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0001.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,557505.36,,2.27,59932.50,26.07,149678.95,24.13,44994.34,47.07,203,,46.80,2746.33,,,"wf-train","Task 3 reverse walk-forward train v86 original"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0002","walkforward_reverse",WF86,v8.6,"v86 risk040",2020-2026,"train",2,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0002.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0002\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0002.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0002\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0002.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,314203.80,,2.22,33197.31,21.27,73503.34,20.63,31348.27,41.10,203,,46.80,1547.8,,,"wf-train","Task 3 reverse walk-forward train v86 risk040"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0003","walkforward_reverse",WF86,v8.6,"v86 risk050",2020-2026,"train",3,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0003.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0003\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0003\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0003.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,557505.36,,2.27,59932.50,26.07,149678.95,24.13,44994.34,47.07,203,,46.80,2746.33,,,"wf-train","Task 3 reverse walk-forward train v86 risk050"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0004","walkforward_reverse",WF86,v8.6,"v86 risk060",2020-2026,"train",4,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0004.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0004\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0004\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0004.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,928370.15,,2.31,99602.95,30.64,278058.76,27.19,62568.62,53.38,203,,46.80,4573.25,,,"wf-train","Task 3 reverse walk-forward train v86 risk060"
"v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0005","walkforward_reverse",WF86,v8.6,"v86 atr130",2020-2026,"train",5,completed,"E:\GROKMACD\SniperTrendEA_v8.6.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.6_groktrue_20260619.ex5","E:\CODEXMACD\HCSJ\set\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0005.set","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0005\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\2020-2026\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0005\v86_WF86_walkforward_reverse_2020-2026_20260620_012138_case0005.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,475720.24,,2.07,51515.88,31.96,123307.33,24.27,42354.13,49.94,221,,44.34,2152.58,,,"wf-train","Task 3 reverse walk-forward train v86 atr130"
