run_id,module,object_id,version,set_role,window,stage,case_id,status,source_file,ex5_file,set_file,config_file,report_file,start_date,end_date,symbol,timeframe,model,spread_mode,spread_level,slippage_level,deposit,leverage,net_profit,profit_retention_pct,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,trade_count_retention_pct,win_rate,avg_profit_per_trade,worst_period_flag,sensitivity_rating,decision,notes
v866_B_date_shift_2012-2019_20260620_012138_case2003,date_shift,B,v8.66,"v8.66 robust case0010",2012-2019,"end_minus_1m",2003,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2003.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2003\v866_B_date_shift_2012-2019_20260620_012138_case2003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2003\v866_B_date_shift_2012-2019_20260620_012138_case2003.htm",2012.01.01,2019.11.30,XAUUSD,H4,1,"current","current",0,20000,100,55132.96,,1.17,37883.34,57.35,47151.96,39.72,44141.43,61.25,248,,36.69,222.31,,,date-shift,"date shift end_minus_1m"
v866_B_date_shift_2012-2019_20260620_012138_case2004,date_shift,B,v8.66,"v8.66 robust case0010",2012-2019,"end_minus_3m",2004,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2004.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2004\v866_B_date_shift_2012-2019_20260620_012138_case2004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2004\v866_B_date_shift_2012-2019_20260620_012138_case2004.htm",2012.01.01,2019.09.30,XAUUSD,H4,1,"current","current",0,20000,100,67465.56,,1.21,37883.34,57.35,47151.96,39.72,44141.43,61.25,242,,36.36,278.78,,,date-shift,"date shift end_minus_3m"
v866_B_date_shift_2012-2019_20260620_012138_case2005,date_shift,B,v8.66,"v8.66 robust case0010",2012-2019,"start_plus_1m_end_minus_1m",2005,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2005.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2005\v866_B_date_shift_2012-2019_20260620_012138_case2005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2005\v866_B_date_shift_2012-2019_20260620_012138_case2005.htm",2012.02.01,2019.11.30,XAUUSD,H4,1,"current","current",0,20000,100,63072.21,,1.17,42026.31,57.35,52180.62,39.73,48993.44,61.29,244,,36.89,258.49,,,date-shift,"date shift start_plus_1m_end_minus_1m"
v866_B_date_shift_2012-2019_20260620_012138_case2006,date_shift,B,v8.66,"v8.66 robust case0010",2012-2019,"start_plus_3m_end_minus_3m",2006,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2006.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2006\v866_B_date_shift_2012-2019_20260620_012138_case2006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2006\v866_B_date_shift_2012-2019_20260620_012138_case2006.htm",2012.04.01,2019.09.30,XAUUSD,H4,1,"current","current",0,20000,100,72745.05,,1.22,40258.73,57.32,49994.69,39.72,46912.62,61.23,232,,36.21,313.56,,,date-shift,"date shift start_plus_3m_end_minus_3m"
v866_B_date_shift_2012-2019_20260620_012138_case2007,date_shift,B,v8.66,"v8.66 robust case0010",2012-2019,"start_plus_6m_end_minus_6m",2007,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2007.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2007\v866_B_date_shift_2012-2019_20260620_012138_case2007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_B_date_shift_2012-2019_20260620_012138_case2007\v866_B_date_shift_2012-2019_20260620_012138_case2007.htm",2012.07.01,2019.06.30,XAUUSD,H4,1,"current","current",0,20000,100,76558.09,,1.28,37132.14,57.32,46171.12,39.72,43275.88,61.24,219,,36.99,349.58,,,date-shift,"date shift start_plus_6m_end_minus_6m"
v866_B_date_shift_2020-2026_20260620_012138_case2000,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"original",2000,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2000.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2000\v866_B_date_shift_2020-2026_20260620_012138_case2000.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2000\v866_B_date_shift_2020-2026_20260620_012138_case2000.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,556052.56,100,2.27,59844.56,26.07,149127.97,24.11,44953.78,47.04,203,,46.80,2739.18,,,date-shift,"date shift original"
v866_B_date_shift_2020-2026_20260620_012138_case2001,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"start_plus_1m",2001,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2001.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2001\v866_B_date_shift_2020-2026_20260620_012138_case2001.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2001\v866_B_date_shift_2020-2026_20260620_012138_case2001.htm",2020.02.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,509757.31,91.67,2.26,55013.75,26.06,137020.91,24.09,41358.51,47.06,201,,46.77,2536.11,,,date-shift,"date shift start_plus_1m"
v866_B_date_shift_2020-2026_20260620_012138_case2002,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"start_plus_3m",2002,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2002.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2002\v866_B_date_shift_2020-2026_20260620_012138_case2002.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2002\v866_B_date_shift_2020-2026_20260620_012138_case2002.htm",2020.04.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,307516.18,55.3,2.24,33958.23,26.01,84524.34,24.05,25451.29,46.97,198,,45.96,1553.11,,,date-shift,"date shift start_plus_3m"
v866_B_date_shift_2020-2026_20260620_012138_case2003,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"end_minus_1m",2003,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2003.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2003\v866_B_date_shift_2020-2026_20260620_012138_case2003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2003\v866_B_date_shift_2020-2026_20260620_012138_case2003.htm",2020.01.01,2026.05.30,XAUUSD,H4,1,"current","current",0,20000,100,460848.70,82.88,2.05,59844.56,26.07,149127.97,24.11,44953.78,47.04,201,,46.27,2292.78,,,date-shift,"date shift end_minus_1m"
v866_B_date_shift_2020-2026_20260620_012138_case2004,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"end_minus_3m",2004,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2004.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2004\v866_B_date_shift_2020-2026_20260620_012138_case2004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2004\v866_B_date_shift_2020-2026_20260620_012138_case2004.htm",2020.01.01,2026.03.30,XAUUSD,H4,1,"current","current",0,20000,100,449577.22,80.85,2.09,59844.56,26.07,148921.33,24.08,44953.78,47.04,198,,46.46,2270.59,,,date-shift,"date shift end_minus_3m"
v866_B_date_shift_2020-2026_20260620_012138_case2005,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"start_plus_1m_end_minus_1m",2005,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2005.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2005\v866_B_date_shift_2020-2026_20260620_012138_case2005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2005\v866_B_date_shift_2020-2026_20260620_012138_case2005.htm",2020.02.01,2026.05.30,XAUUSD,H4,1,"current","current",0,20000,100,422258.28,75.94,2.05,55013.75,26.06,137020.91,24.09,41358.51,47.06,199,,46.23,2121.9,,,date-shift,"date shift start_plus_1m_end_minus_1m"
v866_B_date_shift_2020-2026_20260620_012138_case2006,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"start_plus_3m_end_minus_3m",2006,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2006.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2006\v866_B_date_shift_2020-2026_20260620_012138_case2006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2006\v866_B_date_shift_2020-2026_20260620_012138_case2006.htm",2020.04.01,2026.03.30,XAUUSD,H4,1,"current","current",0,20000,100,246973.14,44.42,2.06,33958.23,26.01,84406.67,24.02,25451.29,46.97,193,,45.60,1279.65,,,date-shift,"date shift start_plus_3m_end_minus_3m"
v866_B_date_shift_2020-2026_20260620_012138_case2007,date_shift,B,v8.66,"v8.66 robust case0010",2020-2026,"start_plus_6m_end_minus_6m",2007,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2007.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2007\v866_B_date_shift_2020-2026_20260620_012138_case2007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_B_date_shift_2020-2026_20260620_012138_case2007\v866_B_date_shift_2020-2026_20260620_012138_case2007.htm",2020.07.01,2025.12.30,XAUUSD,H4,1,"current","current",0,20000,100,162672.08,29.25,1.97,29080.52,26.06,42461.74,34.56,21833.66,46.96,175,,44.57,929.55,,,date-shift,"date shift start_plus_6m_end_minus_6m"
v866_C_date_shift_2012-2019_20260620_012138_case3000,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"original",3000,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3000.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3000\v866_C_date_shift_2012-2019_20260620_012138_case3000.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3000\v866_C_date_shift_2012-2019_20260620_012138_case3000.htm",2012.01.01,2019.12.31,XAUUSD,H4,1,"current","current",0,20000,100,57221.99,,1.15,42835.06,60.76,54104.12,42.60,50145.70,64.67,250,,36.80,228.89,,,date-shift,"date shift original"
v866_C_date_shift_2012-2019_20260620_012138_case3001,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"start_plus_1m",3001,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3001.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3001\v866_C_date_shift_2012-2019_20260620_012138_case3001.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3001\v866_C_date_shift_2012-2019_20260620_012138_case3001.htm",2012.02.01,2019.12.31,XAUUSD,H4,1,"current","current",0,20000,100,66283.93,,1.16,47913.34,60.81,60509.33,42.61,56090.32,64.73,246,,36.99,269.45,,,date-shift,"date shift start_plus_1m"
v866_C_date_shift_2012-2019_20260620_012138_case3002,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"start_plus_3m",3002,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3002.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3002\v866_C_date_shift_2012-2019_20260620_012138_case3002.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3002\v866_C_date_shift_2012-2019_20260620_012138_case3002.htm",2012.04.01,2019.12.31,XAUUSD,H4,1,"current","current",0,20000,100,62811.40,,1.16,45913.17,60.77,58032.49,42.61,53754.32,64.69,240,,36.67,261.71,,,date-shift,"date shift start_plus_3m"
v866_C_date_shift_2012-2019_20260620_012138_case3003,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"end_minus_1m",3003,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3003.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3003\v866_C_date_shift_2012-2019_20260620_012138_case3003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3003\v866_C_date_shift_2012-2019_20260620_012138_case3003.htm",2012.01.01,2019.11.30,XAUUSD,H4,1,"current","current",0,20000,100,56452.21,,1.15,42835.06,60.76,54104.12,42.60,50145.70,64.67,248,,36.69,227.63,,,date-shift,"date shift end_minus_1m"
v866_C_date_shift_2012-2019_20260620_012138_case3004,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"end_minus_3m",3004,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3004.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3004\v866_C_date_shift_2012-2019_20260620_012138_case3004.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3004\v866_C_date_shift_2012-2019_20260620_012138_case3004.htm",2012.01.01,2019.09.30,XAUUSD,H4,1,"current","current",0,20000,100,70315.48,,1.20,42835.06,60.76,54104.12,42.60,50145.70,64.67,242,,36.36,290.56,,,date-shift,"date shift end_minus_3m"
v866_C_date_shift_2012-2019_20260620_012138_case3005,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"start_plus_1m_end_minus_1m",3005,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3005.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3005\v866_C_date_shift_2012-2019_20260620_012138_case3005.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3005\v866_C_date_shift_2012-2019_20260620_012138_case3005.htm",2012.02.01,2019.11.30,XAUUSD,H4,1,"current","current",0,20000,100,65425.27,,1.16,47913.34,60.81,60509.33,42.61,56090.32,64.73,244,,36.89,268.14,,,date-shift,"date shift start_plus_1m_end_minus_1m"
v866_C_date_shift_2012-2019_20260620_012138_case3006,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"start_plus_3m_end_minus_3m",3006,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3006.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3006\v866_C_date_shift_2012-2019_20260620_012138_case3006.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3006\v866_C_date_shift_2012-2019_20260620_012138_case3006.htm",2012.04.01,2019.09.30,XAUUSD,H4,1,"current","current",0,20000,100,76853.26,,1.20,45913.17,60.77,58032.49,42.61,53754.32,64.69,232,,36.21,331.26,,,date-shift,"date shift start_plus_3m_end_minus_3m"
v866_C_date_shift_2012-2019_20260620_012138_case3007,date_shift,C,v8.66,"v8.66 aggressive case0005",2012-2019,"start_plus_6m_end_minus_6m",3007,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3007.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3007\v866_C_date_shift_2012-2019_20260620_012138_case3007.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2012-2019\v866_C_date_shift_2012-2019_20260620_012138_case3007\v866_C_date_shift_2012-2019_20260620_012138_case3007.htm",2012.07.01,2019.06.30,XAUUSD,H4,1,"current","current",0,20000,100,80998.63,,1.26,42022.78,60.78,53041.54,42.60,49189.77,64.69,219,,36.99,369.86,,,date-shift,"date shift start_plus_6m_end_minus_6m"
v866_C_date_shift_2020-2026_20260620_012138_case3000,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"original",3000,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3000.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3000\v866_C_date_shift_2020-2026_20260620_012138_case3000.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3000\v866_C_date_shift_2020-2026_20260620_012138_case3000.htm",2020.01.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,716968.27,128.94,2.29,77092.70,28.31,203843.44,25.69,52169.36,50.07,203,,46.80,3531.86,,,date-shift,"date shift original"
v866_C_date_shift_2020-2026_20260620_012138_case3001,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"start_plus_1m",3001,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3001.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3001\v866_C_date_shift_2020-2026_20260620_012138_case3001.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3001\v866_C_date_shift_2020-2026_20260620_012138_case3001.htm",2020.02.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,656370.11,118.04,2.28,70806.35,28.32,187003.72,25.68,47873.44,50.08,201,,46.77,3265.52,,,date-shift,"date shift start_plus_1m"
v866_C_date_shift_2020-2026_20260620_012138_case3002,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"start_plus_3m",3002,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3002.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3002\v866_C_date_shift_2020-2026_20260620_012138_case3002.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3002\v866_C_date_shift_2020-2026_20260620_012138_case3002.htm",2020.04.01,2026.06.30,XAUUSD,H4,1,"current","current",0,20000,100,376971.00,67.79,2.25,41661.42,28.29,109628.17,25.65,28135.89,49.95,198,,45.96,1903.89,,,date-shift,"date shift start_plus_3m"
v866_C_date_shift_2020-2026_20260620_012138_case3003,date_shift,C,v8.66,"v8.66 aggressive case0005",2020-2026,"end_minus_1m",3003,completed,"E:\CODEXMACD\SniperTrendEA_v8.66_grokbase_structure_risk_r68_dualperiod_candidate.mq5","D:\MT5测试\MetaTrader 5\MQL5\Experts\SniperTrendEA_v8.66_r68_dualperiod_candidate_20260619.ex5",E:\CODEXMACD\HCSJ\set\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3003.set,"E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3003\v866_C_date_shift_2020-2026_20260620_012138_case3003.ini","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\2020-2026\v866_C_date_shift_2020-2026_20260620_012138_case3003\v866_C_date_shift_2020-2026_20260620_012138_case3003.htm",2020.01.01,2026.05.30,XAUUSD,H4,1,"current","current",0,20000,100,585001.35,105.21,2.05,77092.70,28.31,203843.44,25.69,52169.36,50.07,201,,46.27,2910.45,,,date-shift,"date shift end_minus_1m"
