run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v86_2015_yearly_round01_case0502",-4597.74,0.68,9300.71,42.66,10976.97,46.99,10976.97,46.99,32,37.50,completed
