run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v86_2015-2019_fixed_round01_case0001_retry2",13194.10,1.12,16254.55,34.08,20647.71,39.72,15726.56,51.54,155,37.42,completed
