run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v866_C_quarterly_2021Q4_20260620_021506_case0159",2245.49,1.69,2567.83,10.74,4723.55,18.20,4723.55,18.20,8,37.50,completed
