run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v866_C_monthly_core_201504_20260620_021506_case0080",-2056.57,0.20,2056.57,10.28,6050.25,25.82,6050.25,25.82,4,25.00,completed
