Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA12,EMA26,EMA_MA5,EMA_MA20,EMA_MA60,EMA_MA250,ADX,Plus_DI,Minus_DI,BB_Mid,BB_Upper,BB_Lower,BB_Width,RSI,OBV,OBV_MA20,Volume_MA20,Volume_Ratio,MACD,MACD_Signal,MACD_Hist,Year,Month,Daily_Return,Weekly_Return,Monthly_Return,Volatility_30d
2024-05-16 00:00:00+00:00,66256.109375,66712.4296875,64613.0546875,65231.58203125,31573077994,0.0,0.0,63065.6435588043,62927.14457218919,63480.34140625,,,,45.985214783255024,20.88484894979882,8.170035079629354,,,,,57.61938016783254,-28960858253.0,,,,138.49898661511543,-267.4457568819486,405.94474349706405,2024,5,-0.01563225228621834,0.03460146622315263,,
2024-05-17 00:00:00+00:00,65231.296875,67459.4609375,65119.31640625,67051.875,28031279310,0.0,0.0,63678.909934372874,63232.68015943443,64601.0375,,,,46.11176796031589,21.603179890048246,7.638325887999358,,,,,62.184783564903434,-929578943.0,,,,446.2297749384452,-124.71065051786987,570.9404254563151,2024,5,0.02790508695432159,0.1029579158862608,,
2024-05-18 00:00:00+00:00,67066.2109375,67387.328125,66663.5,66940.8046875,16712277406,0.0,0.0,64180.73989639243,63507.356050402246,65408.90859375,62769.1703125,,,46.22928162472955,21.144794081829872,7.476252517161075,62769.1703125,67587.08766490789,57951.25296009211,0.15351222035982323,61.74769045811289,-17641856349.0,-28393571745.85,27577106171.2,0.606019982743997,673.3838459901817,34.90824878374045,638.4755972064413,2024,5,-0.0016564833198177142,0.10111397470569972,,
2024-05-19 00:00:00+00:00,66937.9296875,67694.296875,65937.1796875,66278.3671875,19249094538,0.0,0.0,64503.45178733205,63712.61613463171,66354.02421875,62891.0326171875,,,45.555592242881914,20.033521173454062,9.255759836188624,62891.0326171875,67940.82535860443,57841.23987577056,0.16058864137768591,59.08043205451638,-36890950887.0,-30238119290.2,27207765294.45,0.7074853200797988,790.8356527003416,186.0937295670607,604.7419231332809,2024,5,-0.009895869986810912,0.07860209681790287,,
2024-05-20 00:00:00+00:00,66278.7421875,71483.5625,66086.171875,71448.1953125,43850655717,0.0,0.0,65571.87386812712,64285.62199965899,67390.16484375,63431.599609375,,,46.25793131741188,27.46426433812636,7.884931700996926,63431.599609375,69645.78367810334,57217.41554064666,0.1959333867345796,69.9792940442129,6959704830.0,-27998092045.85,27508256077.45,1.5940907192930613,1286.2518684681272,406.1253573472741,880.1265111208531,2024,5,0.07800174241430358,0.13587518570561552,,
2024-05-21 00:00:00+00:00,71443.0625,71946.4609375,69191.125,70136.53125,46932005990,0.0,0.0,66274.12884995372,64719.02268486944,68371.1546875,64025.7255859375,,,47.02881935283183,26.661332417104372,7.2912567647973106,64025.7255859375,70424.99159170898,57626.45958016602,0.1998967117422877,65.23204204585957,-39972301160.0,-25682676087.45,27432867363.4,1.7107947692196073,1555.106165084282,635.9215188946757,919.1846461896064,2024,5,-0.018358253231772315,0.1394533427036777,,
2024-05-22 00:00:00+00:00,70135.3203125,70623.6953125,68977.6953125,69122.3359375,32802561717,0.0,0.0,66712.31455573007,65045.194036916146,68785.246875,64525.670703125,,,47.540896011968655,25.429562415858193,7.553459583021264,64525.670703125,70874.46990338746,58176.87150286254,0.19678367171021097,61.74423230077149,-72774862877.0,-26642978892.85,27437404771.3,1.195541706310068,1667.1205188139284,842.1613188785263,824.959199935402,2024,5,-0.01446030042296964,0.043080606429505286,,
2024-05-23 00:00:00+00:00,69121.3046875,70041.2734375,66356.953125,67929.5625,41895680979,0.0,0.0,66899.58347023315,65258.85096010754,68982.9984375,64777.65703125,,,45.88333990119079,22.88131820123041,13.924565698141864,64777.65703125,71251.89789954157,58303.41616295842,0.1998911712774136,57.828147089441984,-114670543856.0,-31356666899.6,27873587667.85,1.5030602259831585,1640.7325101256065,1001.8755571279424,638.856952997664,2024,5,-0.017255976976508713,0.0413600342769167,,
2024-05-24 00:00:00+00:00,67928.1328125,69220.296875,66622.671875,68526.1015625,29197308153,0.0,0.0,67149.81702288959,65500.869523247726,69432.5453125,65009.3884765625,,,44.344180655468485,21.263462084402775,12.940009494221075,65009.3884765625,71678.903566654,58339.873386470994,0.205186212219056,59.221163336733255,-85473235703.0,-35641513398.3,28302429175.9,1.0316184512480646,1648.9474996418649,1131.289945630727,517.6575540111378,2024,5,0.008781729788116976,0.02198635850973596,,
2024-05-25 00:00:00+00:00,68526.921875,69579.3203125,68515.8203125,69265.9453125,15473071741,0.0,0.0,67475.3752212912,65779.7640261553,68996.0953125,65271.1291015625,,,43.07629484433353,21.64122183828468,12.548802281418054,65271.1291015625,72185.38102910646,58356.877174018555,0.21186248875165953,60.944239228054066,-70000163962.0,-40067514550.2,28161274522.7,0.5494450092636112,1695.6111951358907,1244.1541955317598,451.45699960413094,2024,5,0.010796524727518797,0.03473427957513309,,
2024-05-26 00:00:00+00:00,69264.2890625,69506.2265625,68183.890625,68518.09375,15628433737,0.0,0.0,67635.79345647716,65982.60326495861,68672.4078125,65538.936328125,,,41.63797812788244,20.799228836794352,13.037199314461082,65538.936328125,72523.76807603643,58554.10458021356,0.21315059838449052,58.2642572843396,-85628597699.0,-43840040954.1,27507799774.7,0.5681455392653425,1653.1901915185445,1325.9613947291168,327.22879678942763,2024,5,-0.010796814497022966,0.033792723893813825,,
2024-05-27 00:00:00+00:00,68512.1796875,70597.8828125,68232.5,69394.5546875,25870990717,0.0,0.0,67906.37210740375,66235.34040736909,68726.8515625,65891.9232421875,,,40.81290472046372,22.56688264256726,12.12819256522288,65891.9232421875,72908.4423570809,58875.40412729411,0.2129705362857294,60.45883283017554,-59757606982.0,-45022481273.05,27504812761.45,0.9405986850875814,1671.031700034655,1394.9754557902245,276.05624424443045,2024,5,0.012791671360530277,-0.02874307204006754,,
2024-05-28 00:00:00+00:00,69392.1953125,69514.640625,67227.15625,68296.21875,32722265965,0.0,0.0,67966.34851395703,66387.99806237879,68800.1828125,66247.337109375,,,39.26405279336861,21.039133545224022,14.282471565737554,66247.337109375,72974.76140357133,59519.912815178664,0.20310021769144596,56.45279410353397,-92479872947.0,-46536626279.15,27836517448.6,1.17551579594759,1578.3504515782406,1431.6504549478277,146.6999966304129,2024,5,-0.015827408107827234,-0.026239000806017154,,
2024-05-29 00:00:00+00:00,68296.3515625,68852.4609375,67101.4921875,67578.09375,26707072906,0.0,0.0,67906.6170118098,66476.15329849887,68610.58125,66473.74375,,,37.73042833727458,19.927071819365043,13.906889974110243,66473.74375,73051.20331839506,59896.284181604926,0.19789646851039785,53.93635451008282,-119186945853.0,-50658791838.6,27899204185.85,0.957270061471695,1430.4637133109209,1431.4131066204466,-0.9493933095257034,2024,5,-0.01051485738366742,-0.022340711819928916,0.05853551115999811,0.5854118045157054
2024-05-30 00:00:00+00:00,67576.0859375,69500.5390625,67118.078125,68364.9921875,29509712534,0.0,0.0,67977.13626960828,66616.06729027674,68430.390625,66852.3544921875,,,36.65056037920736,20.45002959228282,12.907200377278794,66852.3544921875,72903.63791825422,60801.07106612079,0.18103426489709876,56.238317812270544,-89677233319.0,-51915224036.65,27984442077.85,1.0545042295968183,1361.0689793315396,1417.3442811626653,-56.27530183112572,2024,5,0.011644282841286824,0.0064100175457482145,0.127449496828423,0.5544872929461998
2024-05-31 00:00:00+00:00,68362.515625,68999.5625,66633.421875,67491.4140625,27387283769,0.0,0.0,67902.409776207,66680.90779192292,68225.0546875,67187.2396484375,,,35.252996111115536,18.990006533227245,13.448071062435169,67187.2396484375,72526.15185365645,61848.32744321856,0.15892637450668387,53.06773987509044,-117064517088.0,-55233134071.55,28661692617.9,0.9555361622954501,1221.5019842840848,1378.1758217869492,-156.67383750286444,2024,5,-0.012778150001159894,-0.015099173547123534,0.1585710935814708,0.53557461960402
2024-06-01 00:00:00+00:00,67489.609375,67839.765625,67386.1953125,67706.9375,11641495604,0.0,0.0,67872.337118329,66756.90999252122,67887.53125,67500.166796875,,,33.95525786217313,18.714186704604153,13.252744923433484,67500.166796875,72106.13995228475,62894.193641465245,0.1364729414453237,53.76036453713955,-105423021484.0,-58658992296.5,28553744427.85,0.40770469293146105,1115.4271258077788,1325.6260825911152,-210.19895678333637,2024,6,0.0031933460054698326,-0.022507565665441875,0.14517938801100638,0.5344799220175358
