run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
v866_B_date_shift_2012-2019_20260620_012138_case2007,76558.09,1.28,37132.14,57.32,46171.12,39.72,43275.88,61.24,219,36.99,completed
