run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v866_B_quarterly_2023Q4_20260620_021506_case0190",1553.86,1.39,2780.08,13.90,11413.32,34.89,11413.32,34.89,10,50.00,completed
