run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,buy_trades,sell_trades,max_consecutive_winning_trades,max_consecutive_losing_trades,max_consecutive_winning_count,max_consecutive_losing_count,status
"v866_C_quarterly_2016Q3_20260620_051710_case0075",-3640.09,0.23,4315.99,20.87,4726.57,22.45,4726.57,22.45,9,33.33,6,3,675.90,-2537.40,1,4,completed
