run_id,net_profit,profit_factor,max_balance_dd,max_balance_dd_pct,max_equity_dd,max_equity_dd_pct,relative_equity_dd,relative_equity_dd_pct,total_trades,win_rate,status
"v866_B_monthly_core_201808_20260620_021506_case0159",6150.21,0.00,0.00,0.00,3841.92,13.42,3841.92,13.42,2,100.00,completed
